openlibrary_author_key,author_name,candidate_rank,wikidata_id,wikidata_label,wikidata_description,wikidata_url
OL2657848A,David Rees,3,Q42708686,David Rees,researcher at King's College London,http://www.wikidata.org/entity/Q42708686
OL2657848A,David Rees,4,Q116502083,David Rees,rugby league footballer,http://www.wikidata.org/entity/Q116502083
OL2657848A,David Rees,5,Q118793362,David Rees,health systems researcher in New Zealand,http://www.wikidata.org/entity/Q118793362
OL3461954A,Richard McBain,1,Q76060447,Richard McBain,(1865-1954),http://www.wikidata.org/entity/Q76060447
OL478428A,David Farnham,1,Q124738278,David Farnham,gravitational wave researcher,http://www.wikidata.org/entity/Q124738278
OL478428A,David Farnham,2,Q86999518,David J Farnham,researcher,http://www.wikidata.org/entity/Q86999518
OL478428A,David Farnham,3,Q1174381,David F. Emery,American politician from Maine,http://www.wikidata.org/entity/Q1174381
OL5293406A,PEOPLE MANAGEMENT.,1,Q47211491,People management. Under pressure.,scientific article published in March 2006,http://www.wikidata.org/entity/Q47211491
OL4915492A,Juani Swart,1,Q58178664,Juani Swart,"researcher, ORCID id # 0000-0002-5365-0686",http://www.wikidata.org/entity/Q58178664
OL9489252A,Bruce Rayton,1,Q57090207,Bruce Rayton,researcher,http://www.wikidata.org/entity/Q57090207
OL1461878A,Susan Hutchinson,1,Q112463294,Susan Hutchinson,,http://www.wikidata.org/entity/Q112463294
OL1461878A,Susan Hutchinson,2,Q59511344,Susan Hutchinson,researcher ORCID ID = 0000-0001-8107-6557,http://www.wikidata.org/entity/Q59511344
OL1461878A,Susan Hutchinson,3,Q76012594,Susan Margaretta Susie Newell,(1893-1986),http://www.wikidata.org/entity/Q76012594
OL1461878A,Susan Hutchinson,4,Q109131679,Susan Hutchinson,American botanical collector (1880-1970),http://www.wikidata.org/entity/Q109131679
OL6994615A,Pawan S. Budhwar,1,Q58655935,Pawan S. Budhwar,researcher ORCID ID = 0000-0001-8915-6172,http://www.wikidata.org/entity/Q58655935
OL6994615A,Pawan S. Budhwar,2,Q58178035,"Pawan S. Budhwar and Yaw A. Debrah (Eds.). Human Resource Management in Developing Countries.London: Routledge, 2001, 384 pages",,http://www.wikidata.org/entity/Q58178035
OL223415A,Ricky W. Griffin,1,Q112451098,Ricky W. Griffin,,http://www.wikidata.org/entity/Q112451098
OL7320384A,Jean M. Phillips,1,Q112484316,Jean Phillips,,http://www.wikidata.org/entity/Q112484316
OL8049214A,Stanley M. Gully,1,Q71971150,Stanley Gully,researcher,http://www.wikidata.org/entity/Q71971150
OL44633A,Jack London,1,Q45765,Jack London,"American author, journalist and social activist (1876–1916)",http://www.wikidata.org/entity/Q45765
OL44633A,Jack London,2,Q109982296,Jack London,person identified in the Museu da Pessoa collection,http://www.wikidata.org/entity/Q109982296
OL44633A,Jack London,3,Q744313,2625 Jack London,asteroid,http://www.wikidata.org/entity/Q744313
OL44633A,Jack London,4,Q1384076,Jack London,British athlete (1905–1966),http://www.wikidata.org/entity/Q1384076
OL44633A,Jack London,5,Q3213588,Jack London,1943 film by Alfred Santell,http://www.wikidata.org/entity/Q3213588
OL6346643A,Paul Kearns,1,Q108113173,Paul Kearns,"biology researcher, academic",http://www.wikidata.org/entity/Q108113173
OL6346643A,Paul Kearns,2,Q112485884,Paul Kearns,economist,http://www.wikidata.org/entity/Q112485884
OL6346643A,Paul Kearns,3,Q112421163,Paul Kearns,law researcher,http://www.wikidata.org/entity/Q112421163
OL226543A,Ellen Hawley,1,Q50709411,Ellen Hawley McWhirter,"Professor in Counseling Psychology, researcher",http://www.wikidata.org/entity/Q50709411
OL4814507A,Ian Fleming,1,Q82104,Ian Fleming,British author (1908–1964),http://www.wikidata.org/entity/Q82104
OL4814507A,Ian Fleming,2,Q18756785,Ian Fleming,"Fleming, Ian (1906–1994), artist and art teacher (1906–1994)",http://www.wikidata.org/entity/Q18756785
OL4814507A,Ian Fleming,3,Q1916242,Ian Fleming,Australian character actor (1888–1969),http://www.wikidata.org/entity/Q1916242
OL4814507A,Ian Fleming,4,Q908452,Ian Fleming,English organic chemist,http://www.wikidata.org/entity/Q908452
OL4814507A,Ian Fleming,5,Q2548502,Ian Fleming,Wikimedia disambiguation page,http://www.wikidata.org/entity/Q2548502
OL7950578A,Ashish Malik,1,Q90288688,Ashish A. Malik,researcher (ORCID 0000-0003-4866-9072),http://www.wikidata.org/entity/Q90288688
OL7950578A,Ashish Malik,2,Q60023542,Ashish Malik,researcher ORCID ID = 0000-0002-2422-4194,http://www.wikidata.org/entity/Q60023542
OL7950578A,Ashish Malik,3,Q92458196,Ashish Malik,researcher (ORCID 0000-0003-3626-5556),http://www.wikidata.org/entity/Q92458196
OL7950578A,Ashish Malik,4,Q136580876,Ashish Malik,,http://www.wikidata.org/entity/Q136580876
OL2698142A,Chris Rowley,1,Q115329218,Chris Rowley,researcher,http://www.wikidata.org/entity/Q115329218
OL2698142A,Chris Rowley,2,Q112422410,Chris Rowley,,http://www.wikidata.org/entity/Q112422410
OL2698142A,Chris Rowley,3,Q36562790,Chris Rowley,baseball player (1990-),http://www.wikidata.org/entity/Q36562790
OL2698142A,Chris Rowley,4,Q133710790,Chris Rowley,,http://www.wikidata.org/entity/Q133710790
OL3874125A,David W. Griffiths,1,Q75855774,David Wood Griffiths,American military officer (1896–1967),http://www.wikidata.org/entity/Q75855774
OL11451297A,JAMES RICHARDSON,1,Q180599,James Armstrong Richardson,Canadian politician (1922-2004),http://www.wikidata.org/entity/Q180599
OL11451297A,JAMES RICHARDSON,2,Q109740833,James Richardson,,http://www.wikidata.org/entity/Q109740833
OL11451297A,JAMES RICHARDSON,3,Q121012982,James Richardson,lawyer,http://www.wikidata.org/entity/Q121012982
OL11451297A,JAMES RICHARDSON,4,Q110887302,James Richardson,,http://www.wikidata.org/entity/Q110887302
OL11451297A,JAMES RICHARDSON,5,Q128792598,James Richardson,successful doctoral candidate at the University of York,http://www.wikidata.org/entity/Q128792598
OL8211725A,David Creelman,1,Q132875436,David Creelman,,http://www.wikidata.org/entity/Q132875436
OL3392140A,PAGE,1,Q13563379,Page,family name,http://www.wikidata.org/entity/Q13563379
OL3392140A,PAGE,2,Q1069725,page,unit of extent that consists of a single side of a leaf,http://www.wikidata.org/entity/Q1069725
OL3392140A,PAGE,3,Q15471528,Page,given name,http://www.wikidata.org/entity/Q15471528
OL3392140A,PAGE,4,Q2102713,polyacrylamide gel electrophoresis,analytical technique,http://www.wikidata.org/entity/Q2102713
OL3392140A,PAGE,5,Q110218573,Page,English printmaker (active 1776-1793),http://www.wikidata.org/entity/Q110218573
OL230346A,Peter Dowling,1,Q125492296,Peter Dowling,New Zealand publisher,http://www.wikidata.org/entity/Q125492296
OL230346A,Peter Dowling,2,Q110208729,Peter Dowling,researcher (business school operations),http://www.wikidata.org/entity/Q110208729
OL230346A,Peter Dowling,3,Q112436586,Peter Dowling,Australian marketing specialist and lecturer,http://www.wikidata.org/entity/Q112436586
OL230346A,Peter Dowling,4,Q7173722,Peter Dowling,Australian politician,http://www.wikidata.org/entity/Q7173722
OL230346A,Peter Dowling,5,Q133737835,Peter Dowling,,http://www.wikidata.org/entity/Q133737835
OL3289459A,Peter J. Dowling,1,Q112436586,Peter Dowling,Australian marketing specialist and lecturer,http://www.wikidata.org/entity/Q112436586
OL393423A,Randall S. Schuler,1,Q93261857,Randall S. Schuler,,http://www.wikidata.org/entity/Q93261857
OL12915435A,Diana Dias,1,Q87106585,Diana Dias,researcher (ORCID 0000-0002-5065-8068),http://www.wikidata.org/entity/Q87106585
OL12915435A,Diana Dias,2,Q57790059,Diana Dias,researcher ORCID ID = 0000-0003-2067-5243,http://www.wikidata.org/entity/Q57790059
OL12915435A,Diana Dias,3,Q59160761,Diana Dias da Silva,researcher ORCID ID = 0000-0002-7331-9157,http://www.wikidata.org/entity/Q59160761
OL12915436A,Carla Magalhães,1,Q87884221,Carla Magalhães,researcher,http://www.wikidata.org/entity/Q87884221
OL333708A,Patricia Wellington,1,Q76292862,Patricia Wellington,Peerage person ID=668197,http://www.wikidata.org/entity/Q76292862
OL389341A,Carol J. Pierce Colfer,1,Q122897576,Carol Colfer,forestry researcher,http://www.wikidata.org/entity/Q122897576
OL389341A,Carol J. Pierce Colfer,2,Q115468290,"Carol J. Pierce Colfer (ed): The Equitable Forest: Diversity, Community, and Resource Management",scientific article published in 2006,http://www.wikidata.org/entity/Q115468290
OL225835A,Michael A. Hitt,1,Q1927840,Michael Hitt,American economist,http://www.wikidata.org/entity/Q1927840
OL2654206A,Duane Ireland,1,Q108626265,R. Duane Ireland,American academic,http://www.wikidata.org/entity/Q108626265
OL2650732A,R. Duane Ireland,1,Q108626265,R. Duane Ireland,American academic,http://www.wikidata.org/entity/Q108626265
OL7000742A,Frank T. Rothaermel,1,Q5489871,Frank T. Rothaermel,American academic,http://www.wikidata.org/entity/Q5489871
OL1076211A,R. Edward Freeman,1,Q3938264,R. Edward Freeman,American philosopher (1951-),http://www.wikidata.org/entity/Q3938264
OL2653134A,Fred David,1,Q39060777,Fred David,austrian-born aircraft designer,http://www.wikidata.org/entity/Q39060777
OL2653134A,Fred David,2,Q102380484,Fred David John Bowden,Ph.D. University of Adelaide 2001,http://www.wikidata.org/entity/Q102380484
OL2653134A,Fred David,3,Q102512382,Fred D. Arditti,Ph.D. Massachusetts Institute of Technology 1966,http://www.wikidata.org/entity/Q102512382
OL2653134A,Fred David,4,Q139163344,Fred David,,http://www.wikidata.org/entity/Q139163344
OL2653134A,Fred David,5,Q5495438,Fred Herbold,American football coach,http://www.wikidata.org/entity/Q5495438
OL12578562A,Edward McDonnell,1,Q1292980,Edward McDonnell,producer,http://www.wikidata.org/entity/Q1292980
OL12578562A,Edward McDonnell,2,Q126811289,Edward McDonnell,Irish politician and businessman (1806–1860,http://www.wikidata.org/entity/Q126811289
OL12578562A,Edward McDonnell,3,Q121357809,Edward McDonnell,,http://www.wikidata.org/entity/Q121357809
OL12578562A,Edward McDonnell,4,Q5344694,Edward Orrick McDonnell,United States Navy Medal of Honor recipient,http://www.wikidata.org/entity/Q5344694
OL12578562A,Edward McDonnell,5,Q115745658,Edward McDonnell Lake,"lake in Manitoba, Canada",http://www.wikidata.org/entity/Q115745658
OL528859A,Jay B. Barney,1,Q1538942,Jay Barney,American economist,http://www.wikidata.org/entity/Q1538942
OL2652981A,Jay Barney,1,Q48774003,Jay Barney,American actor (1913-1985),http://www.wikidata.org/entity/Q48774003
OL2652981A,Jay Barney,2,Q1538942,Jay Barney,American economist,http://www.wikidata.org/entity/Q1538942
OL2663874A,Jeffrey H. Dyer,1,Q112444979,Jeffrey H. Dyer,,http://www.wikidata.org/entity/Q112444979
OL509421A,Paul Godfrey,1,Q105221977,Paul Godfrey,Royal Air Force officer,http://www.wikidata.org/entity/Q105221977
OL509421A,Paul Godfrey,2,Q126848216,Paul Godfrey,candidate in the 2024 United Kingdom general election,http://www.wikidata.org/entity/Q126848216
OL509421A,Paul Godfrey,3,Q99701129,Paul David Godfrey,British musician,http://www.wikidata.org/entity/Q99701129
OL509421A,Paul Godfrey,4,Q7150926,Paul Godfrey,Canadian politician and businessman (born 1939),http://www.wikidata.org/entity/Q7150926
OL2699582A,Robert Jensen,1,Q12333603,Robert Jensen,,http://www.wikidata.org/entity/Q12333603
OL2699582A,Robert Jensen,2,Q102395050,Robert Jensen,Ed.D. University of Georgia 1984,http://www.wikidata.org/entity/Q102395050
OL2699582A,Robert Jensen,3,Q122921281,Robert Jensen,American designer (born 1950),http://www.wikidata.org/entity/Q122921281
OL2699582A,Robert Jensen,4,Q111819028,Robert Jensen,"American architect and architectural historian, 1938-1990",http://www.wikidata.org/entity/Q111819028
OL2699582A,Robert Jensen,5,Q48743679,Robert Jensen,American economist,http://www.wikidata.org/entity/Q48743679
OL3136624A,David Bryce,1,Q113953885,David Bryce,ceramicist and sculptor,http://www.wikidata.org/entity/Q113953885
OL3136624A,David Bryce,2,Q59827905,David L Bryce,researcher ORCID ID = 0000-0001-9989-796X,http://www.wikidata.org/entity/Q59827905
OL3136624A,David Bryce,3,Q5231854,David Bryce,Scottish architect (1803-1876),http://www.wikidata.org/entity/Q5231854
OL3136624A,David Bryce,4,Q42268707,David Bryce Yaden,researcher,http://www.wikidata.org/entity/Q42268707
OL3136624A,David Bryce,5,Q20638853,David Lawrence Bryce,Scottish marine zoologist,http://www.wikidata.org/entity/Q20638853
OL5649743A,Melissa A. Schilling,1,Q55622741,Melissa Schilling,American innovation scholar and professor,http://www.wikidata.org/entity/Q55622741
OL2738537A,Garth Saloner,1,Q29032387,Garth Saloner,South African-born American economist,http://www.wikidata.org/entity/Q29032387
OL2738539A,Joel Podolny,1,Q6213706,Joel M. Podolny,American sociologist,http://www.wikidata.org/entity/Q6213706
OL24085A,Alan M. Rugman,1,Q16150461,Alan M. Rugman,,http://www.wikidata.org/entity/Q16150461
OL24085A,Alan M. Rugman,2,Q41802895,Alan M. Rugman,economist,http://www.wikidata.org/entity/Q41802895
OL4380294A,Richard M. Hodgetts,1,Q112395567,Richard M. Hodgetts,,http://www.wikidata.org/entity/Q112395567
OL401884A,Mark Harrison Moore,1,Q111357384,Mark Harrison Moore,,http://www.wikidata.org/entity/Q111357384
OL449222A,Philippe Lasserre,1,Q124637186,Philippe Lasserre,,http://www.wikidata.org/entity/Q124637186
OL2735682A,John Parnell,1,Q13377535,John Adrian Naicker Parnell,botanist,http://www.wikidata.org/entity/Q13377535
OL2735682A,John Parnell,2,Q6240076,John Howard Parnell,British politician,http://www.wikidata.org/entity/Q6240076
OL2735682A,John Parnell,3,Q16844952,John Parnell,English cricketer (1811-1859),http://www.wikidata.org/entity/Q16844952
OL2735682A,John Parnell,4,Q25927628,"John Parnell, 6th Baron Congleton",peer (1892-1932),http://www.wikidata.org/entity/Q25927628
OL2735682A,John Parnell,5,Q6251959,"John Parnell, 2nd Baron Congleton",British baron,http://www.wikidata.org/entity/Q6251959
OL386819A,Peter M. Ginter,1,Q112451990,Peter M. Ginter,,http://www.wikidata.org/entity/Q112451990
OL531979A,Linda E. Swayne,1,Q64706294,Linda E. Swayne,"American academic, professor of marketing, researcher",http://www.wikidata.org/entity/Q64706294
OL2837853A,David Williamson,1,Q115678119,David Williamson,hospitality researcher in New Zealand,http://www.wikidata.org/entity/Q115678119
OL2837853A,David Williamson,2,Q110228931,David Williamson,American metal artist (born 1949),http://www.wikidata.org/entity/Q110228931
OL2837853A,David Williamson,3,Q113867189,David Williamson,"Jeweler in Berea, OH",http://www.wikidata.org/entity/Q113867189
OL2837853A,David Williamson,4,Q112406600,David Williamson,American author and Civil War historian,http://www.wikidata.org/entity/Q112406600
OL2837853A,David Williamson,5,Q968980,David Williamson,Australian dramatist and playwright,http://www.wikidata.org/entity/Q968980
OL7607720A,Wyn Jenkins,1,Q139466730,Wyn Jenkins,,http://www.wikidata.org/entity/Q139466730
OL391735A,"Miller, Alex",1,Q23990310,"Miller, Alexander (NBD)",entry in the Naval Biographical Dictionary,http://www.wikidata.org/entity/Q23990310
OL391735A,"Miller, Alex",2,Q110138628,"Miller, Alexander Edward",entry in Men-at-the-Bar,http://www.wikidata.org/entity/Q110138628
OL6843931A,Allen C. Amason,1,Q124741367,Allen C. Amason,scientist,http://www.wikidata.org/entity/Q124741367
OL4357246A,John L. Thompson,1,Q112390986,John L. Thompson,,http://www.wikidata.org/entity/Q112390986
OL4357246A,John L. Thompson,2,Q6243715,John L. Thompson,American journalist (1869–1930),http://www.wikidata.org/entity/Q6243715
OL4357246A,John L. Thompson,3,Q18808917,John Thompson,"Australian rules footballer, born 1938",http://www.wikidata.org/entity/Q18808917
OL4357246A,John L. Thompson,4,Q16850534,John L. Thompson House,"historic house in The Dalles, Oregon, United States",http://www.wikidata.org/entity/Q16850534
OL283267A,Frank Martin,1,Q123910,Frank Martin,Swiss composer (1890–1974),http://www.wikidata.org/entity/Q123910
OL283267A,Frank Martin,2,Q15924537,Frank Martin,fictional character,http://www.wikidata.org/entity/Q15924537
OL283267A,Frank Martin,3,Q17309040,Frank Martin,"British sculptor, born 1914",http://www.wikidata.org/entity/Q17309040
OL283267A,Frank Martin,4,Q124790681,Frank-Martin,male given name,http://www.wikidata.org/entity/Q124790681
OL283267A,Frank Martin,5,Q130761810,Frank Martin,chemist,http://www.wikidata.org/entity/Q130761810
OL456615A,W. Edward Stead,1,Q112382368,W. Edward Stead,,http://www.wikidata.org/entity/Q112382368
OL2850421A,Jean Garner Stead,1,Q105592455,Jean Garner Stead,,http://www.wikidata.org/entity/Q105592455
OL2850422A,Mark Starik,1,Q133794280,Mark Starik,,http://www.wikidata.org/entity/Q133794280
OL1519065A,C. Gopinath,1,Q5006477,C. Gopinath,Indian television presenter,http://www.wikidata.org/entity/Q5006477
OL220074A,Henry Mintzberg,1,Q355277,Henry Mintzberg Storch,Canadian business theorist (born 1939),http://www.wikidata.org/entity/Q355277
OL220074A,Henry Mintzberg,2,Q62035706,Henry Mintzberg Fonds,Archival fonds held at the McGill University Archives,http://www.wikidata.org/entity/Q62035706
OL1433414A,Mason Andrew Carpenter,1,Q113802084,Mason Andrew Carpenter,,http://www.wikidata.org/entity/Q113802084
OL3378334A,Anthony Henry,1,Q16066161,Anthony Henry Ashley-Cooper,English politician and cricketer (1807-1858),http://www.wikidata.org/entity/Q16066161
OL3378334A,Anthony Henry,2,Q21866811,Anthony Henry,sprinter from Antigua and Barbuda,http://www.wikidata.org/entity/Q21866811
OL3378334A,Anthony Henry,3,Q7822561,Tony Henry,English footballer (born 1957),http://www.wikidata.org/entity/Q7822561
OL3378334A,Anthony Henry,4,Q106777103,Anthony Henry Ogozalek Jr.,"Mayor of Delran Township, New Jersey",http://www.wikidata.org/entity/Q106777103
OL3378334A,Anthony Henry,5,Q103005570,Anthony Henry Quan,Ph.D. University of Wisconsin-Milwaukee 1984,http://www.wikidata.org/entity/Q103005570
OL7664098A,Harry Sminia,1,Q112533206,Harry Sminia,,http://www.wikidata.org/entity/Q112533206
OL7929313A,R. Edward Freeman,1,Q3938264,R. Edward Freeman,American philosopher (1951-),http://www.wikidata.org/entity/Q3938264
OL3091571A,Zahirul Hoque,1,Q102411664,Zahirul Hoque,mathematics Ph.D. 2004,http://www.wikidata.org/entity/Q102411664
OL3091571A,Zahirul Hoque,2,Q110244600,Zahirul Hoque,researcher (accounting & data analytics),http://www.wikidata.org/entity/Q110244600
