query_book_id,recommendations_returned,recommendations_with_cluster,unique_topic_clusters,cluster_diversity_ratio,query_title,query_authors,query_source_group,query_topic
BOOK00605,10,10,2,0.2,Performance Management for Dummies,"['Dummies Staff', 'Herman Aguinis']",Open Library only,Performance Management
BOOK00606,10,10,2,0.2,Performance Management (Acca),['Kaplan Publishing'],Open Library only,Performance Management
BOOK00607,10,10,4,0.4,Performance Management,['Gary Cokins'],Open Library only,Performance Management
BOOK00608,10,10,4,0.4,Strategic Performance Management,"['Bernard Marr', 'Dina Gray']",Open Library only,Performance Management
BOOK00609,10,10,1,0.1,Performance management,['Aubrey C. Daniels'],Open Library only,Performance Management
BOOK00610,10,9,3,0.3333333333333333,Teach Yourself Performance Management,['Phil Baguley'],Open Library only,Performance Management
BOOK00611,10,10,4,0.4,Innovative Corporate Performance Management,['Bob Paladino'],Open Library only,Performance Management
BOOK00612,10,7,5,0.7142857142857143,HR networking,['Lisa R. Franke'],Open Library only,Workplace and Generational Dynamics
BOOK00613,10,10,4,0.4,Reengineering performance management,['Tracey Bernstein Weiss'],Open Library only,Performance Management
BOOK00614,10,9,7,0.7777777777777778,Implementing Performance Management,['Joan Dean'],Open Library only,Performance Management
BOOK00615,10,10,1,0.1,Human resource management,"['H. John Bernardin', 'Joyce E. A. Russell']",Open Library only,Human Resource Management
BOOK00616,10,10,2,0.2,Human resource management,"['Robert L. Mathis', 'John Harold Jackson']",Open Library only,Human Resource Management
BOOK00617,10,10,1,0.1,Fundamentals of human resource management,['David A. DeCenzo'],Open Library only,Human Resource Management
BOOK00618,10,10,1,0.1,Human Resource Management,['Gary Dessler'],Open Library only,Human Resource Management
BOOK00619,10,10,3,0.3,Human resource management,"['Greg L. Stewart', 'Kenneth G. Brown']",Open Library only,Human Resource Management
BOOK00620,10,10,1,0.1,Human resource management,"['John Bratton', 'Jeffrey Gold']",Open Library only,Human Resource Management
BOOK00621,10,10,4,0.4,Human resources management,['Wendell L. French'],Open Library only,Human Resource Management
BOOK00622,10,10,1,0.1,Human resource management,['Gary Dessler'],Open Library only,Human Resource Management
BOOK00623,10,10,1,0.1,Human resource management,['Lloyd L. Byars'],Open Library only,Human Resource Management
BOOK00624,10,10,1,0.1,Human resource management,['John M. Ivancevich'],Open Library only,Human Resource Management
BOOK00625,10,10,2,0.2,Strategic Human Resource Management,['Jeffrey A. Mello'],Open Library only,Human Resource Management
BOOK00626,10,10,1,0.1,Human resource management,['Gary Dessler'],Open Library only,Human Resource Management
BOOK00627,10,10,4,0.4,Understanding Human Resources Management,"['Melanie Peacock', 'Monica Belcourt', 'Eileen B. Stewart']",Open Library only,Human Resource Management
BOOK00628,10,9,1,0.1111111111111111,Human Resource Management,"['Pieter Nel', 'Amanda Werner', 'Christoff Botha', 'Osmond Ngalo', 'Paul Poisat']",Open Library only,Human Resource Management
BOOK00629,10,10,1,0.1,Human Resource Management,['Raymond J. Stone'],Open Library only,Human Resource Management
BOOK00630,10,9,1,0.1111111111111111,Human resource management,"['William P. Anthony', 'Pamela L. Perrewe', 'K. Michele Kacmar', 'K. Michelle Kacmar']",Open Library only,Human Resource Management
BOOK00631,10,10,1,0.1,Human resource management,['Melva M. Diamante'],Open Library only,Human Resource Management
BOOK00632,10,10,1,0.1,Human resource management,['David A. DeCenzo'],Open Library only,Human Resource Management
BOOK00633,10,10,1,0.1,Fundamentals of Human Resource Management,['Gary Dessler'],Open Library only,Human Resource Management
BOOK00634,10,10,1,0.1,Human resource management,['Cynthia D. Fisher'],Open Library only,Human Resource Management
BOOK00635,10,10,1,0.1,Human Resource Management,"['Robert N. Lussier', 'John R. Hendon']",Open Library only,Human Resource Management
BOOK00636,10,10,1,0.1,Human Resource Management,['K. Aswathappa'],Open Library only,Human Resource Management
BOOK00637,10,10,1,0.1,Human resource management,['Lloyd L. Byars'],Open Library only,Human Resource Management
BOOK00638,10,10,5,0.5,Personnel and human resources management,['Perfecto S. Sison'],Open Library only,Human Resource Management
BOOK00639,10,10,3,0.3,Human resources management,['H. T. Graham'],Open Library only,General Business and Management
BOOK00640,10,10,1,0.1,Human resource management,"['Julie Beardwell', 'Tim Claydon']",Open Library only,Human Resource Management
BOOK00641,10,10,3,0.3,Armstrong's handbook of human resource management practice,['Michael Armstrong'],Open Library only,Human Resource Management
BOOK00642,10,10,1,0.1,Fundamentals of human resource management,['Raymond A. Noe'],Open Library only,Human Resource Management
BOOK00643,10,10,2,0.2,Strategic Human Resource Management,"['Gary Rees', 'Paul E Smith']",Open Library only,Human Resource Management
BOOK00644,10,10,3,0.3,International Human Resource Management,"['Chris Brewster', 'Paul Sparrow', 'Guy Vernon']",Open Library only,Human Resource Management
BOOK00645,10,10,1,0.1,"Human Resource Management, 16th edition",['Gary Dessler'],Open Library only,Human Resource Management
BOOK00646,10,10,1,0.1,Strategic human resource management,['Michael Armstrong'],Open Library only,Human Resource Management
BOOK00647,10,10,1,0.1,Human Resource Management,"['Ronan Carbery', 'Christine Cross']",Open Library only,Human Resource Management
BOOK00648,10,10,1,0.1,A Handbook of Human Resource Management Practice,['Michael Armstrong'],Open Library only,Human Resource Management
BOOK00649,10,10,1,0.1,Human resource management,['Robert L. Mathis'],Open Library only,Human Resource Management
BOOK00650,10,10,1,0.1,Human Resource Management,['Raymond A. Noe'],Open Library only,Human Resource Management
BOOK00651,10,10,6,0.6,Healthcare human resource management,"['Walter J. Flynn', 'Robert L. Mathis', 'John Harold Jackson']",Open Library only,General Business and Management
BOOK00652,10,10,1,0.1,Human resource management,['Gary Dessler'],Open Library only,Human Resource Management
BOOK00653,10,10,2,0.2,Human Resource Management,"['Jonathan Crawshaw', 'Pawan Budhwar', 'Ann Davis']",Open Library only,Human Resource Management
BOOK00654,10,10,1,0.1,Human Resource Management,['Aswathappa'],Open Library only,Human Resource Management
BOOK00655,10,10,1,0.1,Human resource management,"['Raymond A. Noe', 'John R. Hollenbeck']",Open Library only,Human Resource Management
BOOK00656,10,10,1,0.1,Fundamentals of Human Resource Management,"['Raymond A. Noe', 'John R. Hollenbeck', 'Barry Gerhart', 'Patrick M. Wright']",Open Library only,Human Resource Management
BOOK00657,10,10,1,0.1,Introduction to Human Resource Management,['Nick Wilton'],Open Library only,Human Resource Management
BOOK00658,10,10,1,0.1,Human resource management,['Laura Portolese Dias'],Open Library only,Human Resource Management
BOOK00659,10,10,4,0.4,Strategic compensation,['Joseph J. Martocchio'],Open Library only,Human Resource Management
BOOK00660,10,10,2,0.2,Organizational Behavior,['Stephen P. Robbins'],Open Library only,Organizational Behavior
BOOK00661,10,10,1,0.1,Organizational behavior,['Fred Luthans'],Open Library only,Organizational Behavior
BOOK00662,10,10,1,0.1,Essentials of Organizational Behavior,['Stephen P. Robbins'],Open Library only,Organizational Behavior
BOOK00663,10,10,1,0.1,Organizational behavior,"['Robert Kreitner', 'Angelo Kinicki']",Open Library only,Organizational Behavior
BOOK00664,10,10,2,0.2,Organizational behavior,"['Don Hellriegel', 'Hellriegel', 'John W. Slocum']",Open Library only,Organizational Behavior
BOOK00665,10,10,1,0.1,Organizational behavior,['Steven Lattimore McShane'],Open Library only,Organizational Behavior
BOOK00666,10,10,2,0.2,International dimensions of organizational behavior,['Nancy J. Adler'],Open Library only,Organizational Behavior
BOOK00667,10,10,2,0.2,Organizational behavior,"['John W. Newstrom', 'Keith Davis']",Open Library only,Organizational Behavior
BOOK00668,10,10,3,0.3,Human behavior at work,['Keith Davis'],Open Library only,Organizational Behavior
BOOK00669,10,10,1,0.1,Organizational behavior and management,"['John M. Ivancevich', 'Robert Konopaske', 'Michael T. Matteson']",Open Library only,Organizational Behavior
BOOK00670,10,10,1,0.1,Managing organizational behavior,['John R. Schermerhorn'],Open Library only,Organizational Behavior
BOOK00671,10,10,3,0.3,Organizational behavior,['Jason Colquitt'],Open Library only,Organizational Behavior
BOOK00672,10,10,1,0.1,Organizational behavior,"['John R. Schermerhorn', 'James G. Hunt', 'Richard N. Osborn']",Open Library only,Organizational Behavior
BOOK00673,10,10,4,0.4,Organizational behavior,"['Nelson, Debra L.', 'Debra L. Nelson', 'James Campbell Quick']",Open Library only,Organizational Behavior
BOOK00674,10,10,1,0.1,Organizational Behavior,"['Christopher P. Neck', 'Jeffery D. Houghton', 'Emma L. Murray']",Open Library only,Organizational Behavior
BOOK00675,10,10,4,0.4,Introduction to organizational behavior,['Richard M. Steers'],Open Library only,Organizational Behavior
BOOK00676,10,10,2,0.2,Understanding and Managing Organizational Behavior,"['Jennifer M. George', 'Gareth R. Jones']",Open Library only,Organizational Behavior
BOOK00677,10,10,3,0.3,Organizational behavior in education,"['Robert G. Owens', 'Thomas Valesky']",Open Library only,Organizational Behavior
BOOK00678,10,10,1,0.1,Organizational behavior,"['Steven McShane', 'Mary Ann Von Glinow']",Open Library only,Organizational Behavior
BOOK00679,10,10,1,0.1,Organizational behavior,"['Angelo Kinicki', 'Robert Kreitner']",Open Library only,Organizational Behavior
BOOK00680,10,10,4,0.4,Organizational behavior,"['Dorothy Marcic', 'Hai', 'Joe Seltzer', 'Peter Vaill', 'Marcic']",Open Library only,Organizational Behavior
BOOK00681,10,9,1,0.1111111111111111,Organizational Behavior,"['Stephen P. Robbins', 'Tim Judge']",Open Library only,Organizational Behavior
BOOK00682,10,10,1,0.1,Organizational behavior,['Gregory Moorhead'],Open Library only,Organizational Behavior
BOOK00683,10,10,3,0.3,Managing organizational behavior,['Timothy T. Baldwin'],Open Library only,Organizational Behavior
BOOK00684,10,10,1,0.1,Organizational behavior,['Joyce Osland'],Open Library only,Organizational Behavior
BOOK00685,10,10,1,0.1,Organizational behavior,['Judith R. Gordon'],Open Library only,Organizational Behavior
BOOK00686,10,10,1,0.1,Organizational behavior,['Fred Luthans'],Open Library only,Organizational Behavior
BOOK00687,10,10,7,0.7,Organizational behavior in health care,['Nancy Borkowski'],Open Library only,Organizational Behavior
BOOK00688,10,10,1,0.1,Organizational Behavior,['Ricky W. Griffin'],Open Library only,Organizational Behavior
BOOK00689,10,10,1,0.1,Organizational behavior,['Gregory B. Northcraft'],Open Library only,Organizational Behavior
BOOK00690,10,9,2,0.2222222222222222,Organizational behavior,"['John A. Wagner', 'John A. Wagner', 'John R. Hollenbeck']",Open Library only,Organizational Behavior
BOOK00691,10,10,1,0.1,Organizational behavior,['Robert Kreitner'],Open Library only,Organizational Behavior
BOOK00692,10,10,3,0.3,"Work Motivation in Organizational Behavior, 2nd ed",['Craig C. Pinder'],Open Library only,Organizational Behavior
BOOK00693,10,10,1,0.1,Organizational behavior,['Joseph E. Champoux'],Open Library only,Organizational Behavior
BOOK00694,10,10,1,0.1,Management of Organizational Behavior,['Kenneth H. Blanchard'],Open Library only,Organizational Behavior
BOOK00695,10,10,4,0.4,International Organizational Behavior,"['Dean McFarlin', 'Paul Sweeney']",Open Library only,Organizational Behavior
BOOK00696,10,10,1,0.1,Essentials of Organizational Behavior,['Terri A. Scandura'],Open Library only,Organizational Behavior
BOOK00697,10,10,2,0.2,Organizational behavior,['Keith Davis'],Open Library only,Organizational Behavior
BOOK00698,10,9,5,0.5555555555555556,Organizational Behaviour,"['Karlene H. Roberts', 'Hunt']",Open Library only,General Business and Management
BOOK00699,10,10,2,0.2,Organizational behavior,['Linda K. Stroh'],Open Library only,Organizational Behavior
BOOK00700,10,10,3,0.3,Essentials of Organizational Behavior,"['John J. Wild', 'Kenneth L. Wild', 'Alverne Ball', 'Timothy A. Judge', 'Stephen P. Robbins']",Open Library only,Organizational Behavior
BOOK00701,10,10,1,0.1,Loose Leaf Organizational Behavior,"['Jason Colquitt', 'Jeffery LePine', 'Michael Wesson']",Open Library only,Organizational Behavior
BOOK00702,10,10,1,0.1,Managing organizational behavior,['Henry L. Tosi'],Open Library only,Organizational Behavior
BOOK00703,10,10,1,0.1,Organizational behavior,"['Afsaneh Nahavandi', 'Ali R. Malekzadeh']",Open Library only,Organizational Behavior
BOOK00704,10,10,1,0.1,Organizational Behavior,['Newstrom'],Open Library only,Organizational Behavior
BOOK00705,10,10,1,0.1,Organizational behavior,"['Nelson, Debra L.', 'Debra L. Nelson', 'James Campbell Quick']",Open Library only,Organizational Behavior
BOOK00706,10,10,1,0.1,Organizational Behavior,"['Mary Uhl-Bien', 'Ronald F. Piccolo', 'Schermerhorn, John R., Jr.']",Open Library only,Organizational Behavior
BOOK00707,10,10,2,0.2,International organizational behavior,"['Anne Marie Francesco', 'Barry Allen Gold']",Open Library only,Organizational Behavior
BOOK00708,10,10,2,0.2,Managerial Economics & Business Strategy,"['Michael R. Baye', 'Michael Baye']",Open Library only,Strategic Management and Planning
BOOK00709,10,8,5,0.625,Your Next Five Moves,"['Patrick Bet-David', 'Greg Dinkin']",Open Library only,CEO and Executive Transformation
BOOK00710,10,10,6,0.6,The brand gap,['Marty Neumeier'],Open Library only,Organizational Culture and Trust
BOOK00711,10,10,1,0.1,Developing business strategies,['David A. Aaker'],Open Library only,Strategic Management and Planning
BOOK00712,10,10,1,0.1,Business strategy,['John Grieve Smith'],Open Library only,Strategic Management and Planning
BOOK00713,10,10,3,0.3,International business strategy,['Alain Verbeke'],Open Library only,Strategic Management and Planning
