matrix_row,book_id,canonical_title,authors,description,subjects,first_publish_year,publication_year_observed,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count,cover_url,source_group,topic_cluster,cluster_label,enriched_zero_vector
465,BOOK00466,Switch,"['Chip Heath', 'Chip; Heath, Dan Heath']","Why is it so hard to make lasting changes in our companies, in our communities, and in our own lives? The primary obstacle is a conflict that's built into our brains, say Chip and Dan Heath, authors of the critically acclaimed bestseller Made to Stick. Psychologists have discovered that our minds are ruled by two different systems--the rational mind and the emotional mind--that compete for control. The rational mind wants a great beach body; the emotional mind wants that Oreo cookie. The rational mind wants to change something at work; the emotional mind loves the comfort of the existing routine. This tension can doom a change effort--but if it is overcome, change can come quickly.In Switch, the Heaths show how everyday people--employees and managers, parents and nurses--have united both minds and, as a result, achieved dramatic results: ● The lowly medical interns who managed to defeat an entrenched, decades-old medical practice that was endangering patients.● The home-organizing guru who developed a simple technique for overcoming the dread of housekeeping.● The manager who transformed a lackadaisical customer-support team into service zealots by removing a standard tool of customer service In a compelling, story-driven narrative, the Heaths bring together decades of counterintuitive research in psychology, sociology, and other fields to shed new light on how we can effect transformative change. Switch shows that successful changes follow a pattern, a pattern you can use to make the changes that matter to you, whether your interest is in changing the world or changing your waistline.From the Hardcover edition.","['Business', 'Nonfiction', 'New York Times bestseller', 'nyt:hardcover_business_books=2012-02-25', 'Change (Psychology)', 'Self-actualization (Psychology)', 'Cambio (Psicología)', 'Actualización de sí mismo (Psicología)', 'Change Management', 'Psychischer Konflikt', 'Aspects sociaux', 'Business Development', 'Change strategies', 'Aspects psychologiques', 'Development', 'Decision-Making & Problem Solving', 'Développement personnel', 'Änderung', 'Affektive Bindung', 'Leadership', 'Psychological Adaptation', 'BUSINESS & ECONOMICS', 'Anpassung', 'Adaptation au changement', 'Change', 'Organizational change', 'Attitude change', 'nyt:hardcover-advice=2010-03-07', 'Psychology']",1999.0,,4.4,10.0,13.0,126.0,5.0,16.0,https://covers.openlibrary.org/b/id/6968365-L.jpg,Open Library only,7.0,Broad Leadership and Success,False
466,BOOK00467,Leading Change,['John P. Kotter'],"What will it take to bring your organization successfully into the twenty-first century? The world's foremost expert on business leadership distills twenty-five years of experience and wisdom based on lessons he has learned from scores of organizations and businesses to write this visionary guide. The result is a very personal book that is at once inspiring, clear-headed, and filled with important implications for the future. The pressures on organizations to change will only increase over the next decades. Yet the methods managers have used in the attempt to transform their companies into stronger competitors -- total quality management, reengineering, right sizing, restructuring, cultural change, and turnarounds -- routinely fall short, says Kotter, because they fail to alter behavior. Emphasizing again and again the critical need for leadership to make change happen, Leading Change provides the vicarious experience and positive role models for leaders to emulate. The book identifies an eight-step process that every company must go through to achieve its goal, and shows where and how people -- good people -- often derail. Reading this highly personal book is like spending a day with John Kotter. It reveals what he has seen, heard, experienced, and concluded in many years of working with companies to create lasting transformation. The book is an inspirational yet practical resource for everyone who has a stake in orchestrating changes in their organization. In Leading Change we have unprecedented access to our generation's master of leadership. - Jacket flap.","['Leadership', 'Strategic planning', 'Organizational change', 'Industrial organization', 'Management', 'Changement organisationnel', 'Planning Techniques', 'Organisatieverandering', 'Organizational Innovation', 'Organization and Administration', 'Planification stratégique', 'Organisation, contrôle', 'Industrie', 'Leiderschap', 'Strategisch management', 'Führungsstil', 'Organisatorischer Wandel', '85.10 strategic management', 'Ressources humaines', 'Organisation du travail', 'Strategisches Management', 'Verhalten in Organisationen', 'Formation', ""Direction d'entreprise"", ""Gestion d'entreprises"", 'Organizations']",1996.0,,4.6666665,6.0,4.0,188.0,9.0,8.0,https://covers.openlibrary.org/b/id/668100-L.jpg,Open Library only,7.0,Broad Leadership and Success,False
467,BOOK00468,Employee Empowerment,['Daniel Bloom'],,"['Economics', 'Quality control', 'Management', 'Employee empowerment', 'Industrial management', 'Employee participation', 'Organizational effectiveness', 'Personnel', 'Habilitation', ""Gestion d'entreprise"", 'Participation du personnel', 'Efficacité organisationnelle']",2020.0,,,,6.0,2.0,0.0,0.0,https://covers.openlibrary.org/b/id/13279880-L.jpg,Open Library only,13.0,General Business and Management,False
468,BOOK00469,Change Management Masterclass,['Mike Green'],"Change management, handled badly, can create enormous problems for business. A recent McKinsey survey suggested that only 6% of change management projects are completed successfully, with the process of change causing feelings of anxiety and confusion in the changing organization. There is obviously a great need for support during any transition. Change Management Masterclass explains the whole process in accessible terms. It looks at why organizations need to change, the different ways change can be approached and what makes a process of change management successful.","['Business', 'Management', 'Nonfiction', 'Organizational change', 'Case studies']",2007.0,,,,2.0,1.0,0.0,0.0,https://covers.openlibrary.org/b/id/1394937-L.jpg,Open Library only,9.0,Change Management,False
469,BOOK00470,Change Manager,['Tracey Torble'],,['Information technology'],2019.0,,,,4.0,,,,,Open Library only,12.0,Information Technology Management,False
470,BOOK00471,Rework,"['Jason Fried', 'David Heinemeier Hansson']","Most business books give you the same old advice: Write a business plan, study the competition, seek investors, yadda yadda. If you're looking for a book like that, put this one back on the shelf.Rework shows you a better, faster, easier way to succeed in business. Read it and you'll know why plans are actually harmful, why you don't need outside investors, and why you're better off ignoring the competition. The truth is, you need less than you think. You don't need to be a workaholic. You don't need to staff up. You don't need to waste time on paperwork or meetings. You don't even need an office. Those are all just excuses. What you really need to do is stop talking and start working. This book shows you the way. You'll learn how to be more productive, how to get exposure without breaking the bank, and tons more counterintuitive ideas that will inspire and provoke you.With its straightforward language and easy-is-better approach, Rework is the perfect playbook for anyone who's ever dreamed of doing it on their own. Hardcore entrepreneurs, small-business owners, people stuck in day jobs they hate, victims of ""downsizing,"" and artists who don't want to starve anymore will all find valuable guidance in these pages.From the Hardcover edition.","['Business', 'Nonfiction', 'New York Times bestseller', 'nyt:hardcover_business_books=2011-07-30', 'Industrial management', 'Commerce', 'Företagsetablering', 'Softwarehaus', 'Unternehmenskultur', 'Organizational Decision Making', 'Organization & administration', 'Klein- und Mittelbetrieb', 'Management', 'Småföretag', 'Small Business', 'Entrepreneurship', 'Industry', 'Organizational Innovation', 'New business enterprises', 'Success in business', 'Small business, management', 'Technological innovations', 'Data processing', 'Nouvelles entreprises', 'Petites et moyennes entreprises', 'Innovations', 'Petites entreprises', 'Organisation du travail', 'Satisfaction au travail', 'Conciliation de la vie professionnelle et familiale', 'Business and Management', 'Arbeids- en organisatiepsychologie', 'Self-Improvement', 'Small business, data processing', 'Entreprises individuelles', 'Réussite dans les affaires', 'Succès dans les affaires', 'Sole proprietorship', 'Gestion', 'Entreprise individuelle', ""Gestion d'entreprise""]",2010.0,,3.8333333,48.0,15.0,483.0,53.0,59.0,https://covers.openlibrary.org/b/id/6679955-L.jpg,Open Library only,0.0,Entrepreneurial and Growth Mindset,False
471,BOOK00472,Production and operations management,"['Everett E. Adam', 'Ronald J. Ebert']",,"['Production management', 'Productiemanagement', 'Management', 'Gestion', 'Produktion', 'Production', 'Periodicals', 'Geology', 'Congresses', 'Wyoming Historical and Geological Society', 'History', 'Administração da produção']",1978.0,,4.5,2.0,14.0,95.0,18.0,1.0,https://covers.openlibrary.org/b/id/4065062-L.jpg,Open Library only,24.0,Operations Management,False
472,BOOK00473,Production and operations management,['Richard B. Chase'],,"['Gestion', 'Production', 'Production management', 'Productiemanagement', 'Produktion', 'Management', 'Lehrbuch', 'Organization and Administration']",1973.0,,4.0,2.0,13.0,51.0,7.0,2.0,https://covers.openlibrary.org/b/id/3789079-L.jpg,Open Library only,24.0,Operations Management,False
473,BOOK00474,Operations management,['Roger G. Schroeder'],,"['Decision making', 'Decision-making', 'Production management']",1981.0,,,,22.0,36.0,4.0,0.0,https://covers.openlibrary.org/b/id/4001404-L.jpg,Open Library only,24.0,Operations Management,False
474,BOOK00475,Operations management,['William J. Stevenson'],,"['Production management', 'Case studies', 'Production', 'Gestion de la production', 'Gestion', '[manuel]']",2004.0,,5.0,1.0,5.0,27.0,4.0,0.0,https://covers.openlibrary.org/b/id/1075744-L.jpg,Open Library only,24.0,Operations Management,False
475,BOOK00476,Operations management,['Joseph G. Monks'],,"['Production management', 'Fertigung', 'Management', 'Produktion']",1977.0,,1.5,2.0,5.0,46.0,6.0,0.0,https://covers.openlibrary.org/b/id/1074431-L.jpg,Open Library only,24.0,Operations Management,False
476,BOOK00477,Production/operations management,['William J. Stevenson'],"v, 277 pages ; 26 cm","['Production management', 'Productiemanagement', 'Business & Management', 'Management', 'Entscheidungsprozess', 'Gestion', 'Produktion', 'Production', 'Administracʹao da producʹao']",1982.0,,3.5,2.0,15.0,25.0,3.0,2.0,https://covers.openlibrary.org/b/id/4088133-L.jpg,Open Library only,24.0,Operations Management,False
477,BOOK00478,Production and operations management,['Norman Gaither'],,"['Gestion', 'Production', 'Production management', 'Productiemanagement', 'Management', 'Entscheidungsprozess', 'Produktion']",1980.0,,5.0,1.0,15.0,33.0,3.0,1.0,https://covers.openlibrary.org/b/id/4167539-L.jpg,Open Library only,24.0,Operations Management,False
478,BOOK00479,Operations Management,"['Norman Gaither', 'Gregory Frazier']",,"['Production management', 'Education', 'Production & quality control management', 'Business & Economics', 'Business / Economics / Finance', 'Textbooks', 'Business/Economics', 'Entrepreneurship', 'Management - General', 'Production & Operations Management', 'Business & Economics / Production & Operations Management']",2001.0,,4.5,2.0,4.0,19.0,1.0,3.0,https://covers.openlibrary.org/b/id/1178025-L.jpg,Open Library only,24.0,Operations Management,False
479,BOOK00480,Operations management for MBAs,"['Jack R. Meredith', 'Scott M. Shafer']",,"['Production management', 'Production', 'Gestion', 'Productiemanagement']",1999.0,,0.0,0.0,11.0,13.0,1.0,0.0,https://covers.openlibrary.org/b/id/1245011-L.jpg,Open Library only,24.0,Operations Management,False
480,BOOK00481,Operations management,['William J. Stevenson'],,"['Administración de la producción', 'Productiemanagement', 'Production management', 'Kwantitatieve methoden']",2001.0,,,,3.0,23.0,0.0,0.0,https://covers.openlibrary.org/b/id/6547803-L.jpg,Open Library only,24.0,Operations Management,False
481,BOOK00482,Operations management,['Andrew Greasley'],,"['Examinations', 'Production management', 'Study guides', 'Business logistics', 'Project management', 'Process control', 'Management', 'Operations Management', 'Produktion', 'Driftsorganisation', 'Processtyrning']",2005.0,,,,9.0,9.0,1.0,0.0,https://covers.openlibrary.org/b/id/1237924-L.jpg,Open Library only,24.0,Operations Management,False
482,BOOK00483,Operations Management,['Jay Heizer'],,[],2004.0,,,,12.0,14.0,1.0,1.0,,Open Library only,24.0,Operations Management,False
483,BOOK00484,Principles of operations management,"['Barry Render', 'Jay Heizer']",,"['Production management', 'Operations research', 'Management', 'Produktion', 'Operations Management', 'Production & operations management', 'Business & economics -> decision sciences -> production/operations management']",1993.0,,,,11.0,10.0,1.0,0.0,https://covers.openlibrary.org/b/id/89865-L.jpg,Open Library only,24.0,Operations Management,False
484,BOOK00485,Operations management,['Jay Heizer'],,['Production management'],1999.0,,,,5.0,10.0,3.0,0.0,https://covers.openlibrary.org/b/id/2323632-L.jpg,Open Library only,24.0,Operations Management,False
485,BOOK00486,Slack,"['Nigel Slack', 'Alistair Brandon-Jones', 'Robert Johnston']",,['Production management'],2013.0,,4.0,1.0,3.0,26.0,2.0,1.0,https://covers.openlibrary.org/b/id/10531271-L.jpg,Open Library only,24.0,Operations Management,False
486,BOOK00487,Operations management,"['Roberta S. Russell', 'Bernard W. Taylor', 'Roberta (Robin) Russell']",,"['Production management', 'Quality control', 'Management & management techniques', 'Business & Economics', 'Business / Economics / Finance', 'Business/Economics', 'Management - General', 'Production & Operations Management', 'Business & Economics / Production & Operations Management', 'Productiesystemen', 'Production', 'Gestion', 'Qualite?', 'Controle', 'Administracao da producao', 'Controle da qualidade']",1997.0,,,,15.0,9.0,1.0,0.0,https://covers.openlibrary.org/b/id/306350-L.jpg,Open Library only,24.0,Operations Management,False
