book_id,canonical_title,authors,observed_edition_count,earliest_observed_year,latest_observed_year,known_publication_languages_display,known_publication_language_count,multilingual_publication_evidence,observed_publication_countries,observed_publication_country_count,observed_publication_places,observed_publication_place_count,observed_publisher_count,observed_isbn_13_count,observed_format_count,minimum_observed_pages,maximum_observed_pages,known_publication_language_codes,observed_publishers,observed_isbn_10,observed_isbn_10_count,observed_isbn_13,observed_physical_formats,known_publication_languages,first_publish_year,earliest_vs_first_difference,year_discrepancy_flag
BOOK00296,Strategic management and business policy,"['Thomas L. Wheelen', 'J. David Hunger', 'Tom Wheelen']",45,1983,2020,English,1,False,"['mau', 'nju', 'xxk', 'xxu']",4,"['Reading, Mass', 'Upper Saddle River, N.J', 'Boston', 'Reading, Ma', 'Wokingham', '[Great Britain]', 'Upper Saddle River, NJ']",7,11,26,2,136,99998,['eng'],"['Pearson', 'Prentice Hall', 'Pearson Education, Limited', 'Pearson Education', 'Pearson Higher Education & Professional Group', 'Addison Wesley Publishing Company', 'Addison-Wesley Pub. Co.', 'Pearson/Prentice Hall', 'Addison-Wesley', 'Pearson Education Prentice Hall', 'Pearson Prentice Hall']","['0131421824', '0134522052', '0131424068', '0201846578', '0201090112', '0131494600', '0136097359', '0201845555', '0136097391', '0131494619', '0201532816', '0131225510', '0201600005', '0132323192', '0201563886', '0201615436', '0131494597', '0130651214', '0201090422', '013232346X']",20,"['9789586992558', '9780134525778', '9780136097310', '9780133740370', '9780131421820', '9781292215617', '9781292060811', '9780133254181', '9780133126143', '9780132967341', '9780133130010', '9780132570206', '9780132478120', '9780137029150', '9780135100837', '9780136068273', '9780130873590', '9780130090867', '9781292215488', '9780134522050', '9780131424067', '9780201846577', '9780136097358', '9780136097396', '9780132323192', '9780132323468']","['hardcover', 'Paperback']",['English'],1983.0,0.0,False
BOOK00297,The Practice of Management,['Peter F. Drucker'],37,1954,2017,"English, Chinese",2,True,"['cc', 'nyu', 'enk', 'xxk', 'xx']",5,"['Beijing', 'New York', 'Oxford', 'London']",4,17,19,3,368,635,"['eng', 'chi']","['Harper & Brothers Publishers, New York, NY, U.S.A.', 'Heinemann', 'Taylor & Francis Group', 'Routledge', 'HarperCollins Publishers', 'Butterworth-Heinemann', 'Ji xie gong ye chu ban she', 'Harper', 'HarperBusiness', 'Butterworth Heinemann', 'Heinemann Professional', 'Perennial Library', 'Pan', 'Collins', 'HarperCollins', 'HarperAudio', 'Butterworth-Heinemann Ltd']","['0750643935', '7111189574', '0887306136', '0060913169', '0750619104', '0434903892', '0434209538', '0330020315', '1559942789', '0750609230', '0060878975']",11,"['9780080942360', '9781136356179', '9781283519366', '9780066620268', '9780750685047', '9781136356193', '9781138454057', '9781136356162', '9781136356216', '9781136356223', '9780750643931', '9787111189572', '9780887306136', '9780060913168', '9780062005441', '9781559942782', '9780750619103', '9780750609234', '9780060878979']","['Paperback', 'Electronic resource', 'Audio Cassette']","['English', 'Chinese']",1954.0,0.0,False
BOOK00298,Human Resource Management,['Gary Dessler'],11,1994,2010,English,1,False,"['nju', 'xxu', 'mau']",3,"['Upper Saddle River, N.J', 'Englewood Cliffs, N.J', 'Boston', 'London']",4,3,5,2,490,784,['eng'],"['Prentice Hall', 'Prentice-Hall International', 'Pearson Prentice Hall']","['0132343525', '0131440977', '0136589073', '0130664928', '013608995X', '0130141240', '013123448X', '0131746170']",8,"['9780131440975', '9780130664921', '9780136089957', '9780131234482', '9780131746176']","['Hardcover', 'Paperback']",['English'],1994.0,0.0,False
BOOK00299,Project management,['Dennis Lock'],13,1968,2007,English,1,False,"['enk', 'nyu']",2,"['London', 'Aldershot, Hants, England', 'Brookfield, Vt., USA', 'New York', 'Aldershot, Hants., England', 'Brookfield, Vt., U.S.A', 'Aldershot, Hampshire, England', 'Brookfield, Vt', 'Farnborough']",9,8,6,2,210,656,['eng'],"['Gower P.', 'Gower', 'Wiley', 'Ashgate', 'Gower Publishing Company', 'Gower Pub Co', ""St. Martin's Press"", 'Gower Press']","['0716100061', '0566073390', '0566073404', '0470237236', '0566087723', '0566027240', '0566077094', '0566077388', '0566085518', '056608578X', '0312651082', '056608225X', '0566020343', '0566082233', '0566087693']",15,"['9780566087721', '9780566085512', '9780566085789', '9780566082252', '9780566082238', '9780566087691']","['Paperback', 'Hardcover']",['English'],1968.0,0.0,False
BOOK00300,Introduction to management accounting,['Charles T. Horngren'],20,1978,2005,English,1,False,"['xxk', 'nju', 'xxu', 'enk']",4,"['London', 'Englewood Cliffs, N.J', 'Upper Saddle River, NJ', 'Upper Saddle River, N.J', 'Englewood Cliffs, NJ']",5,5,0,0,428,837,['eng'],"['Prentice Hall', 'Prentice-Hall', 'Prentice Hall International', 'Pearson/Prentice-Hall', 'Prentice-Hall International']","['0132726831', '0134872649', '0134875958', '0134872088', '0134776623', '013487885X', '013205535X', '0134884124', '0130423521', '0134876520', '0134870751', '0134774809', '013144073X', '0134879848', '0131273078', '0132136384', '0134878361', '0131273086']",18,[],[],['English'],1978.0,0.0,False
BOOK00301,The Principles of Scientific Management,['Frederick Winslow Taylor'],37,1911,2009,"English, Spanish",2,True,"['gau', 'nyu', 'pau', 'enk', 'xxk', 'xxu', 'ag']",7,"['Easton, Pa', 'Norcross, GA', 'New York', 'Easton [Pa.]', 'Mineola, N.Y', 'Easton, PA', 'London', 'Buenos Aires']",8,17,13,5,76,1480,"['eng', 'spa']","['Engineering & Management Press', 'Harper', '1st World Library', 'Norton', 'Hive Pub. Co.', 'Dover Publications', 'Hive Publishing', 'Harper & Brothers', 'BiblioBazaar', 'Cosimo Classics', 'IndyPublish.com', 'Kessinger Publishing', 'Routledge/Thoemmes Press', 'Arden Library', 'Editorial argentina de finanzas y administración', 'IndyPublish', 'NuVision Publications']","['0898061822', '1421803402', '0879601175', '0879601221', '0879600241', '0486299880', '1414218915', '1434638219', '1596058897', '1414262248', '1414262256', '1419178849', '1421804409', '1434638200', '0849551625', '0393003981', '1428065229', '1116424096', '1595478027']",19,"['9781421803401', '9781414218915', '9781434638212', '9781596058897', '9781414262246', '9781414262253', '9781419178849', '9781421804408', '9781434638205', '9780849551628', '9781428065222', '9781116424096', '9781595478023']","['Hardcover', 'Perfect Paperback', 'Paperback', 'Microform', 'Textbook Binding']","['English', 'Spanish']",1911.0,0.0,False
BOOK00302,Management of organizational behavior,"['Paul Hersey', 'Blanchard Hersey']",21,1969,2008,English,1,False,"['onc', 'nju', 'enk']",3,"['Scarborough, Ont', 'Englewood Cliffs, NJ', 'Englewood Cliffs, N.J', 'Upper Saddle River, N.J', 'London', 'Upper Saddle River, NJ']",6,7,7,1,147,627,['eng'],"['Prentice Hall', 'Pearson Education, Limited', 'Prentice-Hall of Canada', 'Prentice-Hall', 'Not Avail', 'Prentice-Hall International (UK)', 'Pearson Prentice Hall']","['0135550041', '0135496187', '0135488672', '0135496004', '013032518X', '0135512689', '0135512506', '0135488753', '0135486696', '0132617692', '0132441128', '013554999X', '0135487439', '0131441396']",14,"['9780135487198', '9780130124104', '9780135496183', '9780130325181', '9780131441392', '9780135488751', '9780135488676']",['Hardcover'],['English'],1969.0,0.0,False
BOOK00303,Retailing management,['Michael Levy'],5,1992,2011,English,1,False,"['mau', 'ilu']",2,"['Boston, Mass', 'Homewood, IL', 'Boston', 'Chicago']",4,3,1,0,616,774,['eng'],"['Irwin/McGraw-Hill', 'Irwin', 'McGraw-Hill Companies, The']","['0072315776', '0256059896', '0256223467', '007115387X', '0256136610', '0073530026']",6,['9780073530024'],[],['English'],1992.0,0.0,False
BOOK00304,Strategic management,"['Arthur A. Thompson', 'Alonzo J. Strickland', 'Arthur A., Jr. Thompson', 'A. J. Strickland', 'Alonzo J., III Strickland']",17,1984,2003,English,1,False,"['txu', 'ilu', 'mau', 'xxu']",4,"['Plano, Tex', 'Chicago', 'Boston, Mass', 'Burr Ridge', 'Homewood, IL', 'Boston']",6,11,5,3,1,1117,['eng'],"['Irwin Professional Publishing', 'Richard D Irwin', 'Irwin', 'McGraw-Hill Primis', 'Business Publications', 'Irwin McGraw Hill', 'R.D.Irwin', 'BPI, Irwin', 'Irwin/McGraw-Hill', 'McGraw-Hill/Irwin', 'McGraw-Hill/Irvin']","['0256237387', '0256165483', '025613930X', '0390364266', '0256140553', '0073037141', '0256162050', '0256078378', '0256127077', '0256096988', '0256030774', '0072443715', '0071121323', '0072314990']",14,"['9780256237382', '9780256165487', '9780256139303', '9780390364265', '9780256140552']","['Hardcover', 'Paperback', 'Unknown Binding']",['English'],1984.0,0.0,False
BOOK00305,Operations Management,['Lee J. Krajewski'],34,1987,2018,English,1,False,"['mau', 'xxk', 'xxu', 'enk', 'nju']",5,"['Reading, Mass', 'Wokingham', 'Upper Saddle River,NJ', 'Upper Saddle River, N.J', '[London]', 'Upper Saddle River, NJ', 'Reading, Ma']",7,12,24,5,1,99998,['eng'],"['Pearson Education, Limited', 'Pearson Education Canada', 'Pearson', 'Pearson Higher Education & Professional Group', 'Prentice Hall', 'Addison-Wesley', 'Not Avail', 'Addison-Wesley Pub. Co.', 'Addison Wesley Publishing Company', 'Addison Wesley', 'Pearson Education, Inc', 'Prentice-Hall']","['0133872130', '0201889501', '0201504103', '0201765608', '0201566303', '0201400162', '0201509571', '0201331187', '0131273108', '0130423564', '0030423564', '0201607158', '0201822938', '0136065767', '0201134802', '0201517191', '0201765187', '0201566311', '0131437143', '0201540843', '0131697390', '0201615452', '0131436643', '0130664278']",24,"['9780273766834', '9780132912259', '9780132458917', '9780134742205', '9780134890357', '9780134855424', '9780134741062', '9781292259932', '9780133872132', '9780201889505', '9780201765601', '9780201509571', '9780136065760', '9780201765182', '9780201331189', '9780201566314', '9780201566307', '9780131437142', '9780201540840', '9780131697393', '9780201607154', '9780201615456', '9780131436640', '9780130664273']","['hardcover', 'Unknown Binding', 'Paperback', 'Hardcover', 'CD-ROM']",['English'],1987.0,0.0,False
BOOK00306,Contemporary management,"['Gareth R. Jones', 'Jennifer M. George']",11,1998,2017,English,1,False,"['onc', 'xxu', 'mau', 'enk']",4,"['Toronto', 'Boston', 'Boston, Mass', 'London']",4,6,6,1,600,840,['eng'],"['McGraw-Hill Education', 'McGraw-Hill Ryerson', 'McGraw-Hill/Irwin', 'McGraw-Hill Irwin', 'Irwin/McGraw-Hill', 'Irwin McGraw-Hill']","['0070922012', '0073530220', '0072469447', '0071151214', '0073530433', '0256213518', '0072896647', '007117608X']",8,"['9781259732669', '9780077718374', '9780077111151', '9780070922013', '9780073530222', '9780073530437']",['Hardcover'],['English'],1998.0,0.0,False
BOOK00307,Developing mangement skills,"['David A. Whetten', 'Kim S. Cameron', 'Whetten', 'David A. Whetten', 'DAVID A. WHETTEN', 'David Whetten', 'Kim Cameron']",39,1984,2019,English,1,False,"['nju', 'xxk', 'xxu', 'ilu', 'nyu', 'mau']",6,"['Upper Saddle River, N.J', 'Glenview, Ill', 'London', 'Upper Saddle River, NJ', 'New York, NY', 'Reading, Mass', 'Harlow']",7,16,19,2,4,99999,['eng'],"['Pearson Education', 'Prentice Hall', 'Pearson Higher Education & Professional Group', 'Pearson', 'Pearson Education, Limited', 'Prentice Hall/Pearson', 'Scott, Foresman', 'Prentice Hall PTR', 'Addison-Wesley Educational Publishers', 'HarperCollins', 'Pearson Prentice Hall', 'Pearson Custom Publishing', 'Addison Wesley', 'HarperCollins College Publishers', 'HarperCollinsPublishers', 'Harpercollins College Div']","['0131790471', '0131542400', '0131441426', '0133127583', '0136121004', '0673155900', '0131225146', '0321012410', '0065017935', '0131273205', '0321013085', '0673992462', '0065015916', '0131747428', '0065017927', '0065017943', '0673380262', '0065015886', '0130914088', '0065015894', '0065017951']",21,"['9780135643006', '9780131790476', '9780131542402', '9780131441422', '9781292097480', '9780133127584', '9780273673361', '9780136121008', '9780133134674', '9780135103029', '9780136125754', '9780135032800', '9780133134711', '9781282650312', '9780133127478', '9780135175460', '9780321012418', '9780131747425', '9780130914088']","['Paperback', 'digital']",['English'],1984.0,0.0,False
BOOK00308,Essentials of management,['Harold Koontz'],8,1974,2007,English,1,False,"['nyu', 'en']",2,"['New York', '2nd ed\x1e00', 'London [etc.]']",3,3,2,1,475,564,['eng'],"['TBS', 'McGraw Hill Higher Education', 'McGraw-Hill']","['007062030X', '0070355177', '0070353727', '0070353719', '007035605X', '0070354197', '0070355169']",7,"['9780070620308', '9780070355170']",['Hardcover'],['English'],1974.0,0.0,False
BOOK00309,A Guide to the Project Management Body of Knowledge (PMBOK® Guide),['Project Management Institute'],15,1996,2013,"English, Japanese",2,True,"['pau', 'xxu', 'at']",3,"['Newtown Square, Pa', 'Upper Darby, PA', 'Upper Darby, Pa', 'Newtown Square, USA', 'Newton Square, USA', 'Newtown Square, Pennsylvania', 'S.l']",7,3,9,3,1,589,"['eng', 'jpn']","['Project Management Institute, Inc.', 'Project Management Institute', 'Project Mangagement Institute']","['1880410125', '193069945X', '1930699506', '1930699751', '1930699727', '1930699956', '1935589679', '1930699808', '1880410222', '1880410230', '1880410257']",11,"['9781933890517', '9781930699755', '9781930699502', '9781930699724', '9781930699953', '9781935589679', '9781930699809', '9781880410233', '9781880410257']","['Paperback', 'CD-ROM', 'Hardcover']","['English', 'Japanese']",1996.0,0.0,False
BOOK00310,Analysis for financial management,['Robert C. Higgins'],18,1983,2026,English,1,False,"['mau', 'ilu', 'xxu']",3,"['Boston', 'Boston, Mass', 'Homewood, IL', 'Chicago', 'Homewood, Ill', 'London']",6,10,6,0,235,464,['eng'],"['McGraw-Hill Education', 'McGraw-Hill Companies, The', 'McGraw-Hill Irwin', 'Irwin/McGraw-Hill', 'Business One Irwin', 'Irwin', 'Dow Jones-Irwin', 'R.D. Irwin', 'McGraw-Hill', 'McGraw-Hill/Irwin']","['007253656X', '0256167036', '1556235496', '0256135681', '1556231423', '0870943774', '0256030049', '0072315318', '0256068992', '0256092346', '0073041807', '0071181172', '0073382310']",13,"['9781266826023', '9781260772364', '9781260091915', '9780077861780', '9780073041803', '9780073382319']",[],['English'],1983.0,0.0,False
BOOK00311,Strategic market management,['David A. Aaker'],14,1984,2008,English,1,False,"['nyu', 'nju', 'xxu']",3,"['New York', 'Hoboken, NJ']",2,7,5,1,322,720,['eng'],"['Wiley', 'John Wiley and Sons (WIE)', 'John Wiley & Sons', 'John Wiley', 'John Wiley & Sons Inc', 'J. Wiley & Sons', 'J. Wiley']","['0471532533', '0471659037', '0471871109', '0471852627', '0470056231', '0470059869', '0471484261', '0470180315', '0471177431', '0470088052', '0471359955', '0471415723', '0471309567']",13,"['9780471659037', '9780470056233', '9780470059869', '9780470180310', '9780470088050']",['Paperback'],['English'],1984.0,0.0,False
BOOK00312,Strategic management,"['Pearce, John A.', 'John A. Pearce', 'Richard B. Robinson']",15,1982,2015,English,1,False,"['ilu', 'mau', 'xxu']",3,"['Chicago', 'Boston', 'Burr Ridge, Ill', 'Homewood, IL', 'Homewood, Ill', 'Boston, Mass']",6,9,6,1,403,1049,['eng'],"['Business Expert Press', 'McGraw-Hill Education', 'McGraw Hill', 'Irwin Professional Publishing', 'Irwin', 'McGraw Hill Irwin', 'R.D. Irwin', 'McGraw-Hill', 'Irwin/McGraw-Hill']","['0256154783', '0256170673', '0073381365', '0256113629', '0256083231', '025602636X', '0256032300', '0256062366', '0073054224', '0072290757']",10,"['9781631570742', '9781631570735', '9780077862510', '9780256154788', '9780073381367', '9780073054223']",['Hardcover'],['English'],1982.0,0.0,False
BOOK00313,Retailing management,"['Michael Levy', 'Michael Levy', 'Barton A. Weitz']",18,2000,2026,English,1,False,"['si', 'mau', 'onc']",3,"['[Singapore]', 'Boston', 'Toronto', '[Whitby, Ont.]', 'Boston, MA']",5,8,12,2,572,775,['eng'],"['mc grew hill', 'McGraw-Hill Education', 'McGraw-Hill Higher Education', 'McGraw-Hill Ryerson', 'Mcgraw-Hill College', 'McGraw-Hill/Irwin', 'McGraw-Hill Irwin', 'Mcgraw-Hill (Tx)']","['1264469276', '9814670324', '0070931739', '0070073376', '0072429410', '1259573087', '0070974241', '007301978X', '0073381047', '0072497203', '007121481X']",11,"['9789814670326', '9781265279974', '9781264157440', '9780070931732', '9780070073371', '9781259269202', '9780078028991', '9780072429411', '9781259573088', '9780070974241', '9780073019789', '9780073381046']","['hardcover', 'Hardcover']",['English'],2000.0,0.0,False
BOOK00314,Supply chain logistics management,['Donald J. Bowersox'],4,2002,2010,English,1,False,"['mau', 'xxu']",2,"['Boston, Mass', 'Boston', 'New York, N.Y', 'London']",4,1,3,1,424,656,['eng'],['McGraw-Hill/Irwin'],"['0072947888', '0073377872', '0071123067', '7111110145']",4,"['9780072947885', '9780073377872', '9787111110149']",['Paperback'],['English'],2002.0,0.0,False
BOOK00315,The one minute manager,"['Kenneth H. Blanchard', 'Spencer Johnson', 'Kenneth Blanchard']",15,1981,2003,"English, Spanish",2,True,"['nyu', 'mx', 'enk', 'xxu', 'xxk']",5,"['New York', 'New York, NY', 'México, D.F', 'London', 'New York, N.Y']",5,9,3,2,111,190,"['eng', 'spa']","['Morrow', 'Berkley Trade', 'HarperCollins Business', 'Rayo', 'Grijalbo', 'HarperCollins', 'Blanchard-Johnson Publishers', 'Berkley Books', 'Willow']","['0688014291', '0425093980', '0007107927', '0060556404', '9684193238', '0939760002', '0425098478', '0425062651', '0002180618', '0006367534']",10,"['9780425093986', '9780007107926', '9780939760008']","['Paperback', 'Unknown Binding']","['English', 'Spanish']",1981.0,0.0,False
BOOK00316,Entrepreneurship,['Robert D. Hisrich'],14,1989,2016,English,1,False,"['ilu', 'xxu', 'mau', 'nyu']",4,"['Chicago', 'Boston', 'Homewood, IL', 'New York', 'Boston, Mass', 'New York, NY']",6,8,6,1,574,681,['eng'],"['McGraw-Hill Education', 'Irwin', 'McGraw-Hill/Irwin', 'Mcgraw-Hill (Tx)', 'BPI, Irwin', 'Irwin Professional Publishing', 'Richard D Irwin', 'Irwin/McGraw-Hill']","['0256141479', '0072873744', '0256035431', '0073210560', '0073530328', '0071267689', '0256234787', '0256086915', '0072314060']",9,"['9780078112843', '9780073210568', '9780073530321', '9780071267687', '9780256141474', '9780256086911']",['Hardcover'],['English'],1989.0,0.0,False
BOOK00317,Fundamentals of financial management,"['Eugene F. Brigham', 'Joel F. Houston']",20,1978,2008,English,1,False,"['ohu', 'txu', 'xxu', 'ilu', 'enk', 'xxk']",6,"['Mason, OH', 'Fort Worth', 'Hinsdale, Ill', 'Chicago', 'Cincinnati, Ohio', 'London', 'Fort Worth, TX']",7,8,5,2,575,904,['eng'],"['Cengage Learning', 'Dryden Press', 'South-Western College Pub', 'South-Western', 'Thomson Learning', 'Harcourt College Publishers', 'Dryden', 'Thomson/South-Western']","['0324611161', '0324617194', '0030244366', '0324659180', '0324319800', '0030547717', '0030398363', '0324178301', '0030314615', '003031481X', '0030143845', '0030321018', '0030550270', '0030043824', '0030254825', '0030244188', '0030626196']",17,"['9780324611168', '9780324617191', '9780030244360', '9780324659184', '9780324319804']","['Ring-bound', 'Hardcover']",['English'],1978.0,0.0,False
