book_id,canonical_title,source_group,core_text_boundary,enriched_text_boundary,core_active_features_final,enriched_active_features_final,core_zero_vector_final,enriched_zero_vector_final
BOOK01667,Becoming a Self-Reliant Leader,LeadershipNow only,becoming a self-reliant leader zzfieldboundaryzz jan rutherford and jacquie jordan,becoming a self-reliant leader zzfieldboundaryzz jan rutherford and jacquie jordan,3,3,False,False
BOOK01668,Elevate Your Excellence,LeadershipNow only,elevate your excellence zzfieldboundaryzz dave anderson,elevate your excellence zzfieldboundaryzz dave anderson,4,4,False,False
BOOK01669,Rebel,LeadershipNow only,rebel zzfieldboundaryzz graham cochrane jon gordon foreword,rebel zzfieldboundaryzz graham cochrane jon gordon foreword,6,6,False,False
BOOK01670,The Entrepreneurial Mindset Advantage,LeadershipNow only,the entrepreneurial mindset advantage zzfieldboundaryzz gary g schoeniger,the entrepreneurial mindset advantage zzfieldboundaryzz gary g schoeniger,3,4,False,False
BOOK01671,Go One More,LeadershipNow only,go one more zzfieldboundaryzz nick bare,go one more zzfieldboundaryzz nick bare,1,1,False,False
BOOK01672,Perseverance > Endurance,LeadershipNow only,perseverance endurance zzfieldboundaryzz blayne smith and brandon young,perseverance endurance zzfieldboundaryzz blayne smith and brandon young,4,4,False,False
BOOK01673,Leading Giants,LeadershipNow only,leading giants zzfieldboundaryzz dave durand,leading giants zzfieldboundaryzz dave durand,2,2,False,False
BOOK01674,Detach,LeadershipNow only,detach zzfieldboundaryzz bob rosen,detach zzfieldboundaryzz bob rosen,2,2,False,False
BOOK01675,All Business Is Personal,LeadershipNow only,all business is personal zzfieldboundaryzz joseph a michelli,all business is personal zzfieldboundaryzz joseph a michelli,3,3,False,False
BOOK01676,Reinventing the Leader,LeadershipNow only,reinventing the leader zzfieldboundaryzz gui loureiro and carlos e marin,reinventing the leader zzfieldboundaryzz gui loureiro and carlos e marin,2,2,False,False
BOOK01677,Time to Get Real,LeadershipNow only,time to get real zzfieldboundaryzz julie wainwright,time to get real zzfieldboundaryzz julie wainwright,3,3,False,False
BOOK01678,"Founders, Keepers",LeadershipNow only,founders keepers zzfieldboundaryzz richard hagberg and tien tzuo with gabe weisert,founders keepers zzfieldboundaryzz richard hagberg and tien tzuo with gabe weisert,3,3,False,False
BOOK01679,Unruly,LeadershipNow only,unruly zzfieldboundaryzz lauren wittenberg weiner - foreword by general stanley mcchrystal,unruly zzfieldboundaryzz lauren wittenberg weiner - foreword by general stanley mcchrystal,6,6,False,False
BOOK01680,Lead Every Day,LeadershipNow only,lead every day zzfieldboundaryzz mark miller and randy gravitt,lead every day zzfieldboundaryzz mark miller and randy gravitt,6,6,False,False
BOOK01681,The Transformation Principles,LeadershipNow only,the transformation principles zzfieldboundaryzz hemant taneja with kevin maney,the transformation principles zzfieldboundaryzz hemant taneja with kevin maney,3,3,False,False
BOOK01682,"Small Moves, Big Life",LeadershipNow only,small moves big life zzfieldboundaryzz andrea leigh rogers,small moves big life zzfieldboundaryzz andrea leigh rogers,6,6,False,False
BOOK01683,You to the Power of Two,LeadershipNow only,you to the power of two zzfieldboundaryzz joseph bradley and don tapscott,you to the power of two zzfieldboundaryzz joseph bradley and don tapscott,3,3,False,False
BOOK01684,Building Corporate Soul,LeadershipNow only,building corporate soul zzfieldboundaryzz ralf specht,building corporate soul zzfieldboundaryzz ralf specht,4,4,False,False
BOOK01685,The Double Bottom Line,LeadershipNow only,the double bottom line zzfieldboundaryzz donato tramuto and tami booth corwin,the double bottom line zzfieldboundaryzz donato tramuto and tami booth corwin,0,1,True,False
BOOK01686,The Culture Climb,LeadershipNow only,the culture climb zzfieldboundaryzz jaime taets with chelsey paulson,the culture climb zzfieldboundaryzz jaime taets with chelsey paulson,2,3,False,False
BOOK01687,Don't Lead Alone,LeadershipNow only,don't lead alone zzfieldboundaryzz cleveland justis and daniel student,don't lead alone zzfieldboundaryzz cleveland justis and daniel student,5,5,False,False
BOOK01688,The Growth Leader,LeadershipNow only,the growth leader zzfieldboundaryzz scott k edinger,the growth leader zzfieldboundaryzz scott k edinger,3,3,False,False
BOOK01689,A Hidden Force,LeadershipNow only,a hidden force zzfieldboundaryzz ed thompson,a hidden force zzfieldboundaryzz ed thompson,3,3,False,False
BOOK01690,Delivering the Wow,LeadershipNow only,delivering the wow zzfieldboundaryzz richard fain,delivering the wow zzfieldboundaryzz richard fain,2,3,False,False
BOOK01691,Founded,LeadershipNow only,founded zzfieldboundaryzz melissa kaufman and mike raab,founded zzfieldboundaryzz melissa kaufman and mike raab,3,3,False,False
BOOK01692,Grow,LeadershipNow only,grow zzfieldboundaryzz michael mcfall,grow zzfieldboundaryzz michael mcfall,2,2,False,False
BOOK01693,When Grit Is Not Enough,LeadershipNow only,when grit is not enough zzfieldboundaryzz dean guida,when grit is not enough zzfieldboundaryzz dean guida,1,1,False,False
BOOK01694,Brand ON!,LeadershipNow only,brand on zzfieldboundaryzz brandon coleman jr,brand on zzfieldboundaryzz brandon coleman jr,4,4,False,False
BOOK01695,Running the Gauntlet,LeadershipNow only,running the gauntlet zzfieldboundaryzz meg thomas crosby and howard cleveland,running the gauntlet zzfieldboundaryzz meg thomas crosby and howard cleveland,2,3,False,False
BOOK01696,The Power of Culture,LeadershipNow only,the power of culture zzfieldboundaryzz laura hamill,the power of culture zzfieldboundaryzz laura hamill,3,3,False,False
BOOK01697,50 Ideas that Changed the World of Work,LeadershipNow only,50 ideas that changed the world of work zzfieldboundaryzz jeremy kourdi and jonathan besser,50 ideas that changed the world of work zzfieldboundaryzz jeremy kourdi and jonathan besser,8,9,False,False
BOOK01698,Habits of a Peacemaker,LeadershipNow only,habits of a peacemaker zzfieldboundaryzz steven t collis,habits of a peacemaker zzfieldboundaryzz steven t collis,3,3,False,False
BOOK01699,A Failure of Nerve in 52 Weeks,LeadershipNow only,a failure of nerve in 52 weeks zzfieldboundaryzz edwin h friedman,a failure of nerve in 52 weeks zzfieldboundaryzz edwin h friedman,2,2,False,False
BOOK01700,Momentum,LeadershipNow only,momentum zzfieldboundaryzz sam silverstein,momentum zzfieldboundaryzz sam silverstein,3,3,False,False
BOOK01701,"Mentally Fit, Powerfully Resilient, Competitively Strong",LeadershipNow only,mentally fit powerfully resilient competitively strong zzfieldboundaryzz meridith elliott powell,mentally fit powerfully resilient competitively strong zzfieldboundaryzz meridith elliott powell,5,5,False,False
BOOK01702,Winning for Life,LeadershipNow only,winning for life zzfieldboundaryzz denis waitley,winning for life zzfieldboundaryzz denis waitley,2,2,False,False
BOOK01703,Be Astonishing,LeadershipNow only,be astonishing zzfieldboundaryzz sam silverstein and allison silverstein,be astonishing zzfieldboundaryzz sam silverstein and allison silverstein,4,4,False,False
BOOK01704,Positive Influence,LeadershipNow only,positive influence zzfieldboundaryzz brian smith and mary griffin,positive influence zzfieldboundaryzz brian smith and mary griffin,7,7,False,False
BOOK01705,The Seven Tensions of Negotiation,LeadershipNow only,the seven tensions of negotiation zzfieldboundaryzz cash nickerson,the seven tensions of negotiation zzfieldboundaryzz cash nickerson,3,3,False,False
BOOK01706,Winning Through Failure,LeadershipNow only,winning through failure zzfieldboundaryzz c robert banovac,winning through failure zzfieldboundaryzz c robert banovac,3,3,False,False
BOOK01707,Stop the Shift Show,LeadershipNow only,stop the shift show zzfieldboundaryzz scott greenberg,stop the shift show zzfieldboundaryzz scott greenberg,4,4,False,False
BOOK01708,Extreme Balance,LeadershipNow only,extreme balance zzfieldboundaryzz joe de sena ben askren and david sacks,extreme balance zzfieldboundaryzz joe de sena ben askren and david sacks,4,4,False,False
BOOK01709,The Seismic Shift In Leadership,LeadershipNow only,the seismic shift in leadership zzfieldboundaryzz michelle k johnston phd,the seismic shift in leadership zzfieldboundaryzz michelle k johnston phd,8,8,False,False
BOOK01710,Your Time With The Baton,LeadershipNow only,your time with the baton zzfieldboundaryzz steve braverman,your time with the baton zzfieldboundaryzz steve braverman,2,2,False,False
BOOK01711,From Welfare To CEO,LeadershipNow only,from welfare to ceo zzfieldboundaryzz korena keys,from welfare to ceo zzfieldboundaryzz korena keys,1,1,False,False
BOOK01712,The Farmer’s Code,LeadershipNow only,the farmer's code zzfieldboundaryzz mike c young,the farmer's code zzfieldboundaryzz mike c young,3,3,False,False
BOOK01713,Leading for Impact,LeadershipNow only,leading for impact zzfieldboundaryzz jennifer schielke,leading for impact zzfieldboundaryzz jennifer schielke,3,3,False,False
BOOK01714,Upheaval,LeadershipNow only,upheaval zzfieldboundaryzz paul hiltz and amanda lucey,upheaval zzfieldboundaryzz paul hiltz and amanda lucey,2,2,False,False
BOOK01715,The Goodwill Jar,LeadershipNow only,the goodwill jar zzfieldboundaryzz nick o rowe,the goodwill jar zzfieldboundaryzz nick o rowe,1,1,False,False
BOOK01716,From Tension to Transformation,LeadershipNow only,from tension to transformation zzfieldboundaryzz janet m harvey,from tension to transformation zzfieldboundaryzz janet m harvey,3,4,False,False
BOOK01717,Leadership Shock,LeadershipNow only,leadership shock zzfieldboundaryzz pete steinberg,leadership shock zzfieldboundaryzz pete steinberg,3,3,False,False
BOOK01718,"Dark, Dirty, Dangerous",LeadershipNow only,dark dirty dangerous zzfieldboundaryzz karla trotman,dark dirty dangerous zzfieldboundaryzz karla trotman,2,3,False,False
BOOK01719,Change,LeadershipNow only,change zzfieldboundaryzz curtis bateman marche pleshette andy cindrich and christi phillips,change zzfieldboundaryzz curtis bateman marche pleshette andy cindrich and christi phillips,4,4,False,False
BOOK01720,Shackleton,LeadershipNow only,shackleton zzfieldboundaryzz ranulph fiennes,shackleton zzfieldboundaryzz ranulph fiennes,0,0,True,True
BOOK01721,Your Year of Wonders,LeadershipNow only,your year of wonders zzfieldboundaryzz nick tasler,your year of wonders zzfieldboundaryzz nick tasler,2,2,False,False
BOOK01722,The Gift of Lift,LeadershipNow only,the gift of lift zzfieldboundaryzz david r york,the gift of lift zzfieldboundaryzz david r york,2,3,False,False
BOOK01723,Take Charge of You,LeadershipNow only,take charge of you zzfieldboundaryzz david novak and jason goldsmith,take charge of you zzfieldboundaryzz david novak and jason goldsmith,5,5,False,False
BOOK01724,Talent,LeadershipNow only,talent zzfieldboundaryzz ram charan and anish batlaw,talent zzfieldboundaryzz ram charan and anish batlaw,4,4,False,False
BOOK01725,Irresistible,LeadershipNow only,irresistible zzfieldboundaryzz josh bersin,irresistible zzfieldboundaryzz josh bersin,2,2,False,False
BOOK01726,Leading Through Inflation,LeadershipNow only,leading through inflation zzfieldboundaryzz ram charan and geri willigan,leading through inflation zzfieldboundaryzz ram charan and geri willigan,5,5,False,False
BOOK01727,Wonderhell,LeadershipNow only,wonderhell zzfieldboundaryzz laura gassner otting,wonderhell zzfieldboundaryzz laura gassner otting,1,1,False,False
BOOK01728,The Power of Conscious Connection,LeadershipNow only,the power of conscious connection zzfieldboundaryzz talia fox,the power of conscious connection zzfieldboundaryzz talia fox,3,3,False,False
BOOK01729,Going on Offense,LeadershipNow only,going on offense zzfieldboundaryzz behnam tabrizi,going on offense zzfieldboundaryzz behnam tabrizi,1,1,False,False
BOOK01730,The Illusion of Innovation,LeadershipNow only,the illusion of innovation zzfieldboundaryzz elliott parker,the illusion of innovation zzfieldboundaryzz elliott parker,3,3,False,False
BOOK01731,Non-Obvious Thinking,LeadershipNow only,non-obvious thinking zzfieldboundaryzz rohit bhargava and ben dupont,non-obvious thinking zzfieldboundaryzz rohit bhargava and ben dupont,3,3,False,False
BOOK01732,Unlimited Heart,LeadershipNow only,unlimited heart zzfieldboundaryzz jim kaveney,unlimited heart zzfieldboundaryzz jim kaveney,2,2,False,False
BOOK01733,Beyond Eureka!,LeadershipNow only,beyond eureka zzfieldboundaryzz marylene delbourg-delphis,beyond eureka zzfieldboundaryzz marylene delbourg-delphis,0,0,True,True
BOOK01734,The Arts of Leading,LeadershipNow only,the arts of leading zzfieldboundaryzz editied by edward brooks and michael lamb,the arts of leading zzfieldboundaryzz editied by edward brooks and michael lamb,4,5,False,False
BOOK01735,The Flexibility Paradigm,LeadershipNow only,the flexibility paradigm zzfieldboundaryzz manar sweillam morales,the flexibility paradigm zzfieldboundaryzz manar sweillam morales,0,2,True,False
BOOK01736,Resilience That Works,LeadershipNow only,resilience that works zzfieldboundaryzz marian n ruderman cathleen clerkin and katya c fernande,resilience that works zzfieldboundaryzz marian n ruderman cathleen clerkin and katya c fernande,3,3,False,False
BOOK01737,The Digital Mindset,LeadershipNow only,the digital mindset zzfieldboundaryzz paul leonardi and tsedal neeley,the digital mindset zzfieldboundaryzz paul leonardi and tsedal neeley,3,3,False,False
BOOK01738,The Synergy Solution,LeadershipNow only,the synergy solution zzfieldboundaryzz mark sirower and jeff weirens,the synergy solution zzfieldboundaryzz mark sirower and jeff weirens,3,3,False,False
BOOK01739,"I, Human",LeadershipNow only,i human zzfieldboundaryzz david hollander,i human zzfieldboundaryzz david hollander,4,4,False,False
BOOK01740,Compassionate Leadership,LeadershipNow only,compassionate leadership zzfieldboundaryzz rasmus hougaard and jacqueline carter with marissa afton and moses mohan,compassionate leadership zzfieldboundaryzz rasmus hougaard and jacqueline carter with marissa afton and moses mohan,13,14,False,False
BOOK01741,Both/And Thinking,LeadershipNow only,both and thinking zzfieldboundaryzz wendy smith and marianne lewis,both and thinking zzfieldboundaryzz wendy smith and marianne lewis,4,4,False,False
BOOK01742,Getting Along,LeadershipNow only,getting along zzfieldboundaryzz amy gallo,getting along zzfieldboundaryzz amy gallo,3,3,False,False
BOOK01743,Radically Human,LeadershipNow only,radically human zzfieldboundaryzz paul daugherty and h james wilson,radically human zzfieldboundaryzz paul daugherty and h james wilson,4,4,False,False
BOOK01744,Smart Growth,LeadershipNow only,smart growth zzfieldboundaryzz whitney johnson,smart growth zzfieldboundaryzz whitney johnson,4,4,False,False
BOOK01745,Love + Work,LeadershipNow only,love work zzfieldboundaryzz marcus buckingham,love work zzfieldboundaryzz marcus buckingham,3,3,False,False
BOOK01746,The Necessary Journey,LeadershipNow only,the necessary journey zzfieldboundaryzz ella f washington,the necessary journey zzfieldboundaryzz ella f washington,1,2,False,False
BOOK01747,Beyond Disruption,LeadershipNow only,beyond disruption zzfieldboundaryzz w chan kim and renée a mauborgne,beyond disruption zzfieldboundaryzz w chan kim and renée a mauborgne,3,3,False,False
BOOK01748,Results,LeadershipNow only,results zzfieldboundaryzz charlie baker and steve kadish,results zzfieldboundaryzz charlie baker and steve kadish,4,4,False,False
