wikidata_id,wikidata_label,wikidata_description,instance_of_qids,citizenship_qids,birthplace_qids,birth_dates,occupation_qids,external_id_claims
Q712041,Fons Trompenaars,Dutch-French anthropologist,['Q5'],"['Q29999', 'Q142']",['Q727'],['+1953-00-00T00:00:00Z'],"['Q4773904', 'Q2306091', 'Q16849727', 'Q188094']","{'P214': ['59167252'], 'P213': ['0000000116517651'], 'P244': ['n93054720'], 'P227': ['113516541'], 'P646': ['/m/01lbwd'], 'P1006': ['111147530'], 'P349': ['00544784'], 'P1015': ['90742875'], 'P1207': ['n98034849'], 'P269': ['032985282'], 'P4293': ['pe/053941'], 'P950': ['XX4898987'], 'P268': ['12390095b'], 'P5034': ['KAC201755063', 'KAC201422436'], 'P691': ['vse2008476912'], 'P1580': ['a1231640'], 'P7293': ['9810698288005606'], 'P3987': ['477445'], 'P373': ['Fons Trompenaars'], 'P18': ['Fons Trompenaars - 2012.jpg'], 'P1280': ['13727843'], 'P9984': ['981058509916806706'], 'P8189': ['987007269023805171'], 'P11249': ['14231311'], 'P11686': ['981058509916806706'], 'P11182': ['44130'], 'P271': ['DA07922793'], 'P11496': ['1140845216496135168'], 'P12458': ['362160'], 'P10832': ['E39PBJvRWKVCYbKkybMf6h89jC'], 'P1368': ['000192235'], 'P13049': ['113516541'], 'P4619': ['000371182'], 'P8179': ['ncf12116331'], 'P3846': ['87097969038840'], 'P6394': ['a11567673'], 'P409': ['35076023'], 'P1375': ['000455472'], 'P1005': ['973888'], 'P3065': ['A003911691'], 'P1315': ['819438'], 'P13591': ['person/d5c044bb-3597-4890-b48e-f3139ea3b92a'], 'P14225': ['981005791797309366']}"
Q112505992,Larry C. Spears,,['Q5'],[],[],['+1955-00-00T00:00:00Z'],"['Q36180', 'Q15978655', 'Q2462658', 'Q6051619']","{'P691': ['vse2016936204'], 'P214': ['115448951'], 'P213': ['0000000081839924'], 'P5731': ['56352'], 'P5739': ['113832'], 'P244': ['n94094517'], 'P268': ['13327304d'], 'P269': ['035655844'], 'P8189': ['987007428857305171'], 'P11249': ['14333062'], 'P11182': ['67252'], 'P12458': ['262992'], 'P1368': ['000020581'], 'P13591': ['person/8dd0f85c-7395-49a9-b0a2-2622d71d1265'], 'P2671': ['/g/113t9yh10']}"
Q123687765,Michele Jawondo,Snr VP of Omidyar Network,['Q5'],['Q30'],[],[],['Q40348'],"{'P18': ['Michele Jawondo UNCTAD eWeek – 5 December 2023 (sq cropped).jpg'], 'P373': ['Michele Jawondo']}"
Q107736835,Michael Rucker,American baseball player (born 1994),['Q5'],['Q30'],[],['+1994-04-27T00:00:00Z'],['Q10871364'],"{'P1825': ['r/ruckemi01'], 'P3541': ['621074'], 'P3574': ['19454'], 'P3571': ['40996'], 'P4731': ['176825'], 'P5421': ['179433'], 'P2671': ['/g/11h39h3vv3'], 'P4409': ['ruckemi01'], 'P14750': ['1279-C58E-60EB-AE94-B04A'], 'P6976': ['ruckm001']}"
Q139226574,,,['Q5'],[],[],['+1500-01-01T00:00:00Z'],['Q39631'],"{'P227': ['1012298523'], 'P7902': ['1012298523'], 'P214': ['170792223'], 'P1871': ['cnp01290070']}"
Q87656359,Michael Rückert,researcher,['Q5'],[],[],[],['Q1650915'],{'P496': ['0000-0002-9605-4841']}
Q139141292,,,['Q5'],[],[],['+1961-01-01T00:00:00Z'],[],"{'P227': ['120066025'], 'P13049': ['120066025'], 'P213': ['0000000012482829'], 'P214': ['62369610']}"
Q114565775,Michael Rucker,Wikimedia disambiguation page,['Q4167410'],[],[],[],[],{}
Q100561183,Holly Spence,researcher,['Q5'],[],[],[],['Q1650915'],{'P496': ['0000-0002-1628-6790']}
Q111576962,Holly Spence,,['Q5'],[],[],[],['Q36180'],{'P373': ['Holly Spence']}
Q115694198,Holly Spencer,,['Q5'],[],[],[],['Q18715859'],{'P3408': ['1078099']}
Q98696988,Mary Culver,,['Q5'],[],[],[],[],{'P1819': ['I00601079']}
Q94628047,Mary Culver,,['Q5'],[],[],['+1842-00-00T00:00:00Z'],[],"{'P214': ['28337149'], 'P244': ['n78078554'], 'P2163': ['27492'], 'P10832': ['E39PBJyhfFp79BYRdp8rrDw9jC'], 'P13591': ['person/c991c69f-18ae-4dab-9d72-ff0eedbf5a51']}"
Q47118636,James C. Hunter,,['Q5'],[],[],[],[],"{'P244': ['n98001575'], 'P214': ['36223924'], 'P213': ['0000000033271596'], 'P648': ['OL217423A'], 'P2163': ['1539872'], 'P950': ['XX1461715'], 'P1006': ['401573710'], 'P5034': ['KAC200206277'], 'P3987': ['92346'], 'P1207': ['n2014054370'], 'P269': ['121238946'], 'P10832': ['E39PBJpJcpbTfKDMWcxgTyd4v3'], 'P1368': ['000037389'], 'P2963': ['105977'], 'P9802': ['43006'], 'P13591': ['person/334ad02e-b777-4b08-b4a4-0e0b4d14b039']}"
Q133654313,,,['Q5'],[],[],['+1972-01-01T00:00:00Z'],['Q16831721'],"{'P227': ['1118751361'], 'P213': ['0000000383473729'], 'P13591': ['person/df06b3a2-b63a-4df0-9201-498083652680'], 'P214': ['268857998'], 'P496': ['0000-0002-1242-1799']}"
Q99394439,Ursula Thomas-Stein,,['Q5'],['Q183'],[],['+1961-01-01T00:00:00Z'],['Q3391743'],"{'P4663': ['f73c1d6e-ecec-e711-8b59-000c29e811b2'], 'P10706': ['095235'], 'P3901': ['ursula-thomas-stein-823540']}"
Q33683965,Philip Mathew,botanist,['Q5'],[],[],[],['Q2374149'],"{'P428': ['P.Mathew'], 'P586': ['14828-1'], 'P6264': ['1339']}"
Q7184044,Philip Mathews,American basketball coach (born 1950),['Q5'],['Q30'],['Q49243'],['+1950-11-27T00:00:00Z'],"['Q3665646', 'Q5137571']","{'P18': ['Phil Mathews in 2011.jpg'], 'P3430': ['w6zt7g24'], 'P646': ['/m/02r3dd6'], 'P4751': ['philip-mathews-1'], 'P3368': ['1958136'], 'P8777': ['2995']}"
Q21544705,Philip Mathews,English artist,['Q5'],[],[],[],['Q3391743'],{'P650': ['53959']}
Q64624446,Philip Mathews,Wikimedia disambiguation page,['Q22808320'],[],[],[],[],{}
Q43375742,Philip Mathews,Archdeacon of Connor from 1689 to 1694,['Q5'],[],[],[],[],{'P2671': ['/g/11f2q16g8t']}
Q112456610,Mary Elizabeth O'Brien,,['Q5'],[],[],['+1937-00-00T00:00:00Z'],['Q1231865'],"{'P691': ['osd2012725316'], 'P214': ['79499234'], 'P5739': ['57995'], 'P8189': ['987007429368005171'], 'P227': ['12447344X'], 'P10553': ['706644247'], 'P12458': ['70078'], 'P13591': ['person/e3689cc0-950f-4a22-96ac-0c7a2d6da47a']}"
Q139523605,,,['Q5'],[],[],['+1959-01-01T00:00:00Z'],['Q2599593'],"{'P227': ['129686964'], 'P13049': ['129686964'], 'P213': ['0000000110482726'], 'P214': ['28157085'], 'P1207': ['n2009043319'], 'P10608': ['agent/gnd_129686964']}"
Q684079,Ralph Lewis,American actor (1872-1937),['Q5'],['Q30'],['Q2746504'],"['+1872-10-08T00:00:00Z', '+1872-10-28T00:00:00Z']","['Q33999', 'Q10800557']","{'P214': ['5142801'], 'P18': ['The Hoodlum 03 Ralph Lewis.png'], 'P345': ['nm0507635'], 'P373': ['Ralph Lewis (actor)'], 'P244': ['n85138123'], 'P1266': ['7633'], 'P2168': ['129369'], 'P1220': ['49719'], 'P2163': ['1479946'], 'P2604': ['220150'], 'P2626': ['129759'], 'P2019': ['p42247'], 'P2387': ['963673'], 'P2435': ['136556'], 'P535': ['7901835'], 'P3430': ['w6ds74n9'], 'P213': ['0000000024026580'], 'P5340': ['127096'], 'P2605': ['270710'], 'P268': ['141990556'], 'P691': ['xx0176749'], 'P646': ['/m/03g_2rq'], 'P4985': ['8833'], 'P10018': ['103486'], 'P3368': ['1933535'], 'P4666': ['85710'], 'P8189': ['987007327164105171'], 'P10302': ['ralf-lyuis'], 'P269': ['234095873'], 'P11683': ['ralf-lyuis'], 'P7003': ['creators/82189'], 'P12098': ['880508'], 'P10832': ['E39PBJt8pdGkkDtWQfDVRRXw4q'], 'P227': ['1348339438'], 'P9662': ['420800'], 'P13591': ['person/3cc9fd4a-d162-47d9-baf3-d17ecfc3ad5a'], 'P1015': ['13047703'], 'P5034': ['KAC2020N3992'], 'P14178': ['xx0176749'], 'P14750': ['5450-17A9-4717-0B4D-59CC']}"
Q109651356,Ralph Lewis,"psychiatrist at Sunnybrook Health Sciences Centre in Toronto, Canada",['Q5'],[],[],[],['Q211346'],{'P4862': ['B07D6G1KP8']}
Q69142484,Ralph L Sacco,American neurologist,['Q5'],['Q30'],[],['+1957-00-00T00:00:00Z'],"['Q1650915', 'Q1607826']","{'P214': ['54152682566723311383'], 'P496': ['0000-0003-4629-684X'], 'P1375': ['000224043'], 'P14225': ['981005774654109366'], 'P7293': ['9810675693505606']}"
Q3929794,Ralph Lewis,American basketball player-coach,['Q5'],['Q30'],['Q1345'],['+1963-03-28T00:00:00Z'],"['Q3665646', 'Q5137571']","{'P2685': ['l/lewisra01'], 'P3696': ['ralph-lewis-1'], 'P4718': ['lewisra01c'], 'P3957': ['50438'], 'P6865': ['6549'], 'P8548': ['5342'], 'P646': ['/m/0262knb'], 'P3647': ['77383'], 'P9514': ['10862'], 'P3368': ['1932928'], 'P12338': ['115679'], 'P7954': ['2730'], 'P3685': ['5446'], 'P3527': ['776808']}"
Q107369515,Ralph Lewis,British QC,['Q5'],[],[],['+1956-06-29T00:00:00Z'],"['Q40348', 'Q16533']",{'P4789': ['U24428']}
Q19076539,"Noble, John (DNB00)",entry in Dictionary of National Biography,['Q19389637'],[],[],[],[],{}
Q108579294,"Noble, John","entry in Alumni Oxonienses: the Members of the University of Oxford, 1715-1886",['Q19389637'],[],[],[],[],"{'P304': ['1025'], 'P478': ['3']}"
Q108579295,"Noble, John Henry Brunel","entry in Alumni Oxonienses: the Members of the University of Oxford, 1715-1886",['Q19389637'],[],[],[],[],"{'P304': ['1025'], 'P478': ['3']}"
Q103873299,"Noble, John Willock (1831-1912), secretary of the interior",encyclopedia article,['Q13433827'],[],[],[],[],"{'P2093': ['James G. Lewis'], 'P356': ['10.1093/ANB/9780198606697.ARTICLE.0500568']}"
Q927490,John Willock Noble,American politician (1831–1912),['Q5'],['Q30'],['Q986005'],['+1831-10-26T00:00:00Z'],"['Q40348', 'Q82955']","{'P244': ['n89125988'], 'P214': ['43430491'], 'P646': ['/m/039952'], 'P18': ['Interior-Noble.gif'], 'P373': ['John Willock Noble'], 'P648': ['OL6546219A'], 'P2163': ['266144'], 'P3430': ['w6vd75nz'], 'P535': ['9876'], 'P4823': ['0500568'], 'P213': ['000000002895937X'], 'P1225': ['10571595'], 'P8902': ['people/77763'], 'P109': ['Signature of John Willock Noble (1831–1912).png'], 'P8462': ['noadiah-nobles.html#174.59.42'], 'P3368': ['2239774'], 'P2600': ['6000000004214244083'], 'P10832': ['E39PBJfMmPD3mQr7JjCvHvtYfq'], 'P8445': ['104953'], 'P13591': ['person/a26cf060-ad31-4250-a1b6-a65a29c4121a'], 'P2949': ['Noble-10832']}"
Q108284778,James Hunter,"British Royal Navy officer, lieutenant in 1815 (1794-?)",['Q5'],['Q174193'],[],['+1794-07-21T00:00:00Z'],['Q10669499'],{}
Q110629692,James Hunter,Represented Essex from 1818 to 1823,['Q5'],[],[],[],['Q82955'],{'P9443': ['3209']}
Q109856731,James Hunter,,['Q5'],[],[],"['+1817-01-01T00:00:00Z', '+1817-04-25T00:00:00Z']",[],"{'P648': ['OL2435762A'], 'P4629': ['Hunter, James, 1817-1882'], 'P2753': ['hunter_james_11'], 'P12458': ['340219'], 'P13591': ['person/400b1ea3-6ada-4464-9f00-a3986120f1fb']}"
Q108054893,James Hunter,football player (born 1957),['Q5'],[],[],['+1957-09-13T00:00:00Z'],['Q19204627'],{'P3561': ['H/HuntJa23']}
Q133269355,James Hunter,,['Q5'],[],[],[],['Q2341443'],{}
Q7461675,Shahid Kamal,Pakistani career diplomat,['Q5'],['Q843'],['Q1354'],['+1952-01-01T00:00:00Z'],['Q20379302'],"{'P18': ['H.E. Ambassador Shahid Kamal.JPG'], 'P646': ['/m/080mvkq'], 'P373': ['Shahid Ahmad Kamal'], 'P3368': ['1883875'], 'P6640': ['1081577']}"
Q128819045,Pierre Walter,Person shot in the Mont-Valérien in 1942,['Q5'],[],['Q22752'],['+1906-04-29T00:00:00Z'],[],"{'P973': ['https://www.memoiredeshommes.sga.defense.gouv.fr/fr/ark:/40699/m00523bf92b46a03'], 'P4724': ['168094'], 'P268': ['100713162'], 'P2071': ['m00523bf92b46a03'], 'P214': ['316433801']}"
Q133649027,,,['Q5'],[],[],['+1950-01-01T00:00:00Z'],['Q1595570'],"{'P227': ['1204233624'], 'P213': ['0000000036732474'], 'P214': ['69176596'], 'P1368': ['000064561']}"
Q23794945,Waltch,cartoonist,['Q5'],[],[],['+1984-00-00T00:00:00Z'],[],"{'P268': ['157788866'], 'P213': ['000000000256701X'], 'P214': ['69262139'], 'P269': ['159284228'], 'P5951': ['11258'], 'P5491': ['14951'], 'P5035': ['w/waltch_pierre']}"
Q7192489,,American football player,['Q5'],['Q30'],['Q2483749'],['+1986-03-25T00:00:00Z'],['Q19204627'],"{'P3539': ['89816'], 'P646': ['/m/07k66k6'], 'P9338': ['pierre-walters'], 'P3561': ['W/WaltPi00'], 'P9728': ['124484-pierre-walters'], 'P2818': ['275147'], 'P10073': ['2158767'], 'P3368': ['1959549'], 'P14750': ['B5E2-4622-14D6-CA8D-210E']}"
Q110049125,Pierre Walter Politz,German theatre director,['Q5'],[],[],[],['Q3387717'],{}
Q22692218,Mathias Hartmann,,['Q5'],['Q183'],['Q1794'],['+1966-06-17T00:00:00Z'],"['Q161944', 'Q355493', 'Q152002']","{'P227': ['1028125747'], 'P214': ['290227682'], 'P244': ['n2014067514'], 'P213': ['0000000401434265'], 'P2671': ['/g/11bwcdvrtl'], 'P10553': ['730380815'], 'P10832': ['E39PBJmTt78d6MKyKTCQdFGJXd'], 'P13049': ['1028125747'], 'P13591': ['person/eba3ecf5-3a2f-4f93-841e-412fa428411e'], 'P7902': ['1028125747']}"
Q1537931,Gordie Roberts,American ice hockey player (born 1957),['Q5'],['Q30'],['Q12439'],['+1957-10-02T00:00:00Z'],['Q11774891'],"{'P18': ['Gordie Roberts 1976.jpg'], 'P2481': ['31441'], 'P2602': ['4599'], 'P3598': ['r/robergo02'], 'P3522': ['8450905'], 'P3567': ['11387'], 'P373': ['Gordie Roberts'], 'P646': ['/m/0f8rdx'], 'P5421': ['16335'], 'P4319': ['2692'], 'P3368': ['2317159']}"
Q114412171,G. W. Roberts-Borsani,researcher,['Q5'],[],[],[],['Q1650915'],{}
Q138582881,Gary Robertson,researcher,['Q5'],[],[],[],['Q1650915'],{'P496': ['0000-0002-7026-1383']}
Q164170,Philip Kotler,"American marketing author, consultant, and professor",['Q5'],['Q30'],['Q1297'],['+1931-05-27T00:00:00Z'],"['Q188094', 'Q170790', 'Q36180', 'Q1622272', 'Q43845']","{'P214': ['14771959'], 'P213': ['0000000118712151'], 'P434': ['bfad7394-b7d2-4db6-ba8e-b24dd1fc9efa'], 'P373': ['Philip Kotler'], 'P244': ['n79105772'], 'P227': ['121409600'], 'P18': ['Kotler-DSC 0510.jpg'], 'P349': ['00446205'], 'P691': ['jn20011018131'], 'P646': ['/m/080_yg'], 'P1006': ['068025998'], 'P648': ['OL216799A'], 'P2163': ['42557'], 'P949': ['000334092'], 'P3430': ['w6cg28kr'], 'P3417': ['Philip-Kotler'], 'P3987': ['34994'], 'P950': ['XX1141757'], 'P906': ['226356'], 'P269': ['026952904'], 'P5587': ['nl024kp607rw77p'], 'P1280': ['9839971'], 'P268': ['11910014r'], 'P109': ['Kotler autograph 2006.jpg'], 'P5739': ['43773'], 'P5034': ['KAC199634836'], 'P4862': ['B0028DGITO'], 'P1580': ['a1357374'], 'P1741': ['121523'], 'P5731': ['78163'], 'P1207': ['n95101003'], 'P7293': ['9810659846705606'], 'P1695': ['a0000001185882'], 'P4342': ['Philip_Kotler'], 'P3280': ['0000025011'], 'P1015': ['90055421'], 'P8179': ['ncf10063751'], 'P3846': ['87097968575907'], 'P1309': ['vtls003642183'], 'P6394': ['a11207668', 'a11207656'], 'P3348': ['178340'], 'P8189': ['987007308740405171'], 'P7699': ['LNB:V*341337;=BH'], 'P1368': ['000016527'], 'P271': ['DA00233712'], 'P7029': ['7754260'], 'P1375': ['000009796'], 'P1005': ['131777'], 'P3065': ['A003470014'], 'P3630': ['51121'], 'P9322': ['p0009864-Kotler-Philip-1931'], 'P1960': ['uJP1vRYAAAAJ'], 'P9629': ['12883'], 'P3222': ['philip-kotler'], 'P9984': ['981058515858206706'], 'P3368': ['48004'], 'P10553': ['081288298'], 'P396': ['CFIV011705'], 'P7502': ['Philip_Kotler-P49V83'], 'P2450': ['4128'], 'P11496': ['1140000791869139072'], 'P11249': ['14126945'], 'P11686': ['981058515858206706'], 'P496': ['0000-0001-6211-0537'], 'P11182': ['87257'], 'P9871': ['3921'], 'P856': ['https://pkotler.org'], 'P12458': ['157327'], 'P10832': ['E39PBJmhPbjmyrMfPxwWfjvWDq'], 'P4619': ['000282694'], 'P10227': ['vtls000814219'], 'P409': ['35280801'], 'P9171': ['119174'], 'P13049': ['121409600'], 'P10608': ['agent/gnd_121409600'], 'P10387': ['22630'], 'P1315': ['193302'], 'P6640': ['444184'], 'P13591': ['person/f72b0b88-0c81-4436-88e6-bc8cb152ed1e'], 'P13906': ['103077'], 'P7031': ['philip-kotler'], 'P1048': ['000003192'], 'P13951': ['72072', '72075', '72079', '72126', '72130', '72138', '72190', '72194', '72198'], 'P10400': ['5289'], 'P14178': ['jn20011018131'], 'P14225': ['981005673254909366'], 'P13204': ['gptz673e']}"
Q139809105,Philip Kotler: some of my adventures in marketing,,['Q13442814'],[],[],[],[],"{'P433': ['2'], 'P356': ['10.1108/JHRM-11-2016-0027'], 'P304': ['203-208'], 'P478': ['9'], 'P2093': ['Philip Kotler'], 'P953': ['https://doi.org/10.1108/jhrm-11-2016-0027']}"
Q16731279,Kenneth C. Laudon,American academic,['Q5'],[],[],['+1944-01-01T00:00:00Z'],"['Q901', 'Q1622272', 'Q70631379']","{'P227': ['123875196'], 'P214': ['85402487'], 'P244': ['n85219750'], 'P268': ['12532686m'], 'P269': ['034586342'], 'P1015': ['90520276'], 'P1207': ['n94303701'], 'P213': ['0000000121028174'], 'P1006': ['073859869'], 'P1280': ['15250787'], 'P691': ['xx0016155'], 'P5034': ['KAC200604360'], 'P646': ['/m/0519l3c'], 'P3987': ['27616'], 'P648': ['OL34717A'], 'P8189': ['987007436801205171'], 'P11249': ['14029506'], 'P11496': ['1140000791702710912'], 'P271': ['DA00939583'], 'P11686': ['981058611257106706'], 'P9984': ['981058611257106706'], 'P11182': ['89940'], 'P12458': ['296261'], 'P10832': ['E39PBJcGq6PGXpV8hBxrXFPRKd'], 'P1368': ['000063132'], 'P13049': ['123875196'], 'P13591': ['person/9ba6f593-3879-4900-a681-935a6125667e'], 'P13951': ['310223', '565228', '565230']}"
Q106329947,Jane Price Laudon,,['Q5'],[],[],['+1920-00-00T00:00:00Z'],['Q16849727'],"{'P214': ['29643448'], 'P213': ['0000000117544504'], 'P244': ['n86036221'], 'P268': ['12532692j'], 'P269': ['034586407'], 'P227': ['124931316'], 'P1015': ['90757719'], 'P1207': ['n97008784'], 'P1368': ['000063143'], 'P1006': ['073859877'], 'P4619': ['000227169'], 'P8179': ['ncf12077595'], 'P8189': ['987007364164605171'], 'P5034': ['KAC200604361'], 'P271': ['DA02982302'], 'P691': ['xx0016154'], 'P1375': ['000347704'], 'P1005': ['686601'], 'P3065': ['A003499186'], 'P3987': ['27617'], 'P1315': ['1201391'], 'P1280': ['15255907'], 'P1556': ['laudon.jane-price'], 'P1580': ['a1040055'], 'P8848': ['4386150'], 'P9251': ['65293'], 'P3348': ['178553'], 'P9984': ['981058611256706706'], 'P11249': ['14029508'], 'P11686': ['981058611256706706'], 'P11496': ['1140563741824956672'], 'P11182': ['90128'], 'P10832': ['E39PBJmXKCvwHkY4XFH8cMbrv3'], 'P13049': ['124931316'], 'P14225': ['981005803623809366']}"
Q6396753,Kevin Lane Keller,American business theorist,['Q5'],['Q30'],[],['+1956-06-23T00:00:00Z'],['Q48072011'],"{'P214': ['7681990'], 'P213': ['0000000122761650'], 'P1006': ['217252907'], 'P3430': ['w6820t4q'], 'P227': ['132842920'], 'P3987': ['295857'], 'P269': ['07954889X'], 'P268': ['15101009c'], 'P1280': ['25190499'], 'P691': ['mzk2007411198'], 'P244': ['n89644910'], 'P5034': ['KAC200205088'], 'P5739': ['42436'], 'P1580': ['a1276878'], 'P1207': ['n99020703'], 'P646': ['/m/0g875j'], 'P8851': ['55036681'], 'P7293': ['9810662391705606'], 'P9984': ['981058512270006706'], 'P11686': ['981058512270006706'], 'P11182': ['61210'], 'P3368': ['2133536'], 'P648': ['OL391962A'], 'P12458': ['147983'], 'P10832': ['E39PBJyxbJfXdVJ7GfVFcW83cP'], 'P1368': ['000062982'], 'P13049': ['132842920'], 'P10387': ['91529'], 'P1015': ['97037465'], 'P4619': ['000378566'], 'P8179': ['ncf10534890'], 'P3348': ['195350'], 'P7699': ['LNB:7G0;=jn'], 'P349': ['00814934'], 'P271': ['DA05951983'], 'P409': ['35963926'], 'P1375': ['000340511'], 'P3065': ['A009328014'], 'P11496': ['1140000791691094656'], 'P13591': ['person/e6290bc7-7c2a-4338-979a-a1c3e14b5854'], 'P13951': ['471885', '780986'], 'P10400': ['70000'], 'P14225': ['981005763672609366'], 'P9322': ['0250984-Keller-Kevin-Lane-1956']}"
Q93386547,Gary Dessler,,['Q5'],[],[],['+1942-00-00T00:00:00Z'],"['Q188094', 'Q12314916']","{'P213': ['0000000108766834'], 'P214': ['19775722'], 'P244': ['n79007745'], 'P1580': ['a1034888'], 'P906': ['302958'], 'P1207': ['n97031456'], 'P5587': ['20dhms6l54cdxzl'], 'P3348': ['343015'], 'P3987': ['106069'], 'P1280': ['10582115'], 'P8189': ['987007431794105171'], 'P268': ['12460921t'], 'P269': ['033781109'], 'P691': ['jn19990001729'], 'P227': ['124156509'], 'P9984': ['981058523645806706'], 'P11686': ['981058523645806706'], 'P11182': ['86943'], 'P1368': ['000048733'], 'P13591': ['person/1f372795-6cbd-4468-b02c-744b1770dad1'], 'P13906': ['54276'], 'P13951': ['457709']}"
Q93412593,Jay H. Heizer,,['Q5'],[],[],['+1935-09-23T00:00:00Z'],[],"{'P213': ['0000000106528461'], 'P214': ['2568931'], 'P244': ['n85051623'], 'P1580': ['a1213405'], 'P1207': ['n02032527'], 'P691': ['vse2010577716'], 'P3987': ['107619'], 'P906': ['339199'], 'P8189': ['987007374040405171'], 'P268': ['12459092t'], 'P269': ['08597806X'], 'P227': ['129581100'], 'P9984': ['981058523838506706'], 'P11686': ['981058523838506706'], 'P11182': ['2583'], 'P5587': ['31fjp5hm3jq73kt'], 'P13951': ['468054']}"
Q112418918,Barry Render,,['Q5'],[],[],['+1946-00-00T00:00:00Z'],['Q121594'],"{'P691': ['vse2009498868'], 'P214': ['86417679'], 'P1207': ['n99007606'], 'P213': ['0000000116819203'], 'P244': ['n78006868'], 'P268': ['12459091g'], 'P269': ['03375571X'], 'P1280': ['29398371'], 'P8189': ['987007459827705171'], 'P3987': ['107620'], 'P227': ['135972833'], 'P9984': ['981058595855306706'], 'P11686': ['981058595855306706'], 'P11182': ['86827'], 'P5034': ['KAC199636104'], 'P13591': ['person/865693e9-8054-44d7-82fc-b24c4656a57b']}"
Q38625882,,American gestor,['Q5'],['Q30'],[],['+1909-00-00T00:00:00Z'],['Q5673576'],"{'P214': ['55438558'], 'P269': ['082068216'], 'P691': ['vse2012738731'], 'P1006': ['068655436', '131317792'], 'P1015': ['90662956'], 'P1207': ['n97031932'], 'P213': ['0000000109743677'], 'P244': ['n80015704'], 'P949': ['000426431'], 'P2163': ['1443301'], 'P5034': ['KAC2018N7335'], 'P3987': ['107712'], 'P8189': ['987007279703805171'], 'P11182': ['7167'], 'P10832': ['E39PBJfcTxPXWqrRjmpTWpQ6rq'], 'P13591': ['person/6a9dd465-08fa-4e23-bb34-e94d807b7492']}"
